name,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,time_signature,key,mode,uri,release_year
Today - 2011 Remaster,Siamese Dream (2011 - Remaster),The Smashing Pumpkins,1993,201173,0,3.35e-05,0.456,0.826,0.57,0.0548,-7.611,0.0268,82.539,0.415,4,8,1,spotify:track:4XizBlyqR7ZGVTX0Fyonm2,1993
Not Now,Greatest Hits,blink-182,2005-10-31,263573,57,0.00236,0.58,0.93,5.5e-05,0.0768,-5.17,0.0618,106.022,0.285,4,2,1,spotify:track:28yCMEplHbodvR19Aipah8,2005
Ways to Go,Spreading Rumours,Grouplove,2013-09-17,215520,66,0.00338,0.577,0.827,0.000647,0.26,-7.54,0.0365,101.031,0.179,4,7,1,spotify:track:57nNNkgk768QVXq3uHxu5e,2013
Bonfire,Ursa Major,Third Eye Blind,2009-08-17,249906,43,0.0134,0.488,0.839,0.0,0.101,-7.336,0.0487,178.006,0.55,4,9,1,spotify:track:2BqHokpi0AZXmUm8ucIuy6,2009
Runnin' Down A Dream,Anthology: Through The Years,Tom Petty and the Heartbreakers,2000-01-01,264333,0,0.00072,0.467,0.955,0.426,0.494,-6.043,0.0462,169.776,0.68,4,9,1,spotify:track:75wP08AtMfGfjk0nPdvVw3,2000
Everlong,The Colour And The Shape,Foo Fighters,1997-05-20,250546,83,5.99e-05,0.413,0.881,0.000308,0.0805,-5.541,0.0367,158.066,0.364,4,11,0,spotify:track:5UWwZ5lm5PKu6eKsHAGxOk,1997
Come a Little Closer,Melophobia,Cage The Elephant,2013-10-08,229346,79,0.0265,0.44,0.778,1.04e-06,0.151,-1.786,0.0327,148.038,0.304,4,1,0,spotify:track:4sebUbjqbcgDSwG6PbSGI0,2013
Solo,The Story So Far,The Story So Far,2015-05-18,157880,50,0.00676,0.501,0.969,0.0,0.282,-3.146,0.062,107.391,0.3,4,1,1,spotify:track:6YuBA0OqrYdgRGNuYSlb3R,2015
Roxanne - Remastered 2003,Outlandos D'Amour,The Police,1978-11-02,191946,0,0.026,0.608,0.746,2.39e-06,0.043,-8.851,0.354,134.03,0.745,4,0,1,spotify:track:0SYRVn2YF7HBscQEmlkpTI,1978
Smoke,White Noise,PVRIS,2014-11-04,185066,44,0.0129,0.474,0.742,8.08e-05,0.0552,-7.287,0.0452,149.985,0.5,4,3,0,spotify:track:0cUO45E6b08yRdzzOocrxl,2014
About A Girl - Remastered,Bleach: Deluxe Edition,Nirvana,1989-06-15,168160,0,8.86e-06,0.402,0.898,8.89e-05,0.279,-6.467,0.0316,132.092,0.675,4,11,0,spotify:track:0zeqKbySjKbfW5jyl3PMsW,1989
We Got This,Bad Vibrations (Deluxe Edition),A Day To Remember,2016-09-02,229400,51,0.000308,0.365,0.972,0.0,0.221,-4.461,0.136,135.045,0.291,4,10,1,spotify:track:6SRMpCmXRkpdF9fTxHUd0w,2016
Clairvoyant,The Story so Far / Stick to Your Guns Split - EP,The Story So Far,2013-06-18,181028,63,0.859,0.387,0.352,0.0,0.135,-6.864,0.027,86.168,0.137,4,8,1,spotify:track:0nMOZnZA4GnipZXswSmCS6,2013
Can't Stop,By the Way (Deluxe Edition),Red Hot Chili Peppers,2002-07-09,269000,84,0.0179,0.618,0.938,0.0,0.167,-3.442,0.0456,91.455,0.875,4,9,1,spotify:track:3ZOEytgrvLwQaqXreDs2Jx,2002
Tragedy + Time,The Black Market,Rise Against,2014-01-01,257000,55,0.0007,0.264,0.97,2.89e-05,0.131,-3.428,0.116,175.672,0.533,4,0,0,spotify:track:39yvhCgBmNrLf0m9lan0Ge,2014
Holy,White Noise,PVRIS,2014-11-04,295653,50,0.191,0.684,0.54,0.000726,0.0724,-8.587,0.0316,124.012,0.703,4,8,0,spotify:track:60EZ5fJUciZlASCXOsdkL0,2014
Fine Again,Disclaimer II,Seether,2004-01-01,244933,46,0.000458,0.444,0.845,0.0219,0.245,-2.989,0.029,175.515,0.358,4,6,0,spotify:track:3d0kFlQbmNvQCukTHU72N9,2004
Good Times Bad Times - 1993 Remaster,Led Zeppelin,Led Zeppelin,1969-01-12,166266,71,0.0382,0.476,0.717,7.61e-05,0.0818,-9.192,0.0949,93.584,0.753,4,9,1,spotify:track:0QwZfbw26QeUoIy82Z2jYp,1969
Adam's Song,Enema Of The State,blink-182,1999-01-01,249753,0,0.039,0.514,0.771,0.0,0.262,-5.756,0.0364,136.058,0.359,4,0,1,spotify:track:43NhiKnrtGqztxDqXrcUux,1999
Factory of Faith,I'm with You,Red Hot Chili Peppers,2011-08-29,259946,60,0.00145,0.684,0.854,0.000105,0.0913,-2.802,0.0334,141.409,0.706,4,2,0,spotify:track:6vLwOFz5BYeEJPyvgUea2D,2011
Sympathetic,Disclaimer II,Seether,2004-01-01,250600,36,4.7e-05,0.517,0.921,0.0195,0.0944,-3.134,0.0305,107.718,0.335,4,2,1,spotify:track:2E2H62fikWoSD2Wyk2cBlV,2004
Anna Molly,Light Grenades,Incubus,2006-11-28,225880,62,0.00428,0.451,0.973,7.36e-06,0.0924,-2.611,0.0514,151.885,0.628,4,8,1,spotify:track:0uLhNT7UIH3nZCCDZd3OBl,2006
Learning To Fly,Into The Great Wide Open,Tom Petty and the Heartbreakers,1991-01-01,242106,75,0.206,0.651,0.766,0.00103,0.362,-9.935,0.0299,116.74,0.949,4,0,1,spotify:track:17S4XrLvF5jlGvGCJHgF51,1991
The Downfall of Us All,Homesick,A Day To Remember,2009,209093,1,0.000256,0.589,0.881,0.0,0.327,-4.62,0.0666,129.95,0.709,4,0,1,spotify:track:6G7URf5rGe6MvNoiTtNEP7,2009
Ghosts,White Noise,PVRIS,2014-11-04,220133,41,0.0125,0.571,0.885,1.15e-05,0.0704,-5.937,0.0348,143.006,0.661,4,10,0,spotify:track:0IrgRNkOrEuK61m9HDbBLU,2014
Roadside,The Sufferer & The Witness,Rise Against,2006-01-01,201026,41,0.635,0.37,0.381,1.5e-06,0.156,-8.514,0.0281,136.887,0.196,4,1,0,spotify:track:2Lw8a712bXz7xa0DyxHkIP,2006
Save Today,Isolate And Medicate,Seether,2014-01-01,287760,52,0.052,0.48,0.786,2.22e-06,0.111,-6.482,0.035,167.975,0.18,4,4,1,spotify:track:0ZR5YmVcNtP6ZSF4Lr0FY2,2014
If You Go,Land Of Pleasure,Sticky Fingers,2014-08-01,227531,0,0.000202,0.561,0.765,5.38e-05,0.0667,-5.833,0.0514,96.024,0.283,4,2,1,spotify:track:4E7zoI1xWhjDcKbF1GqBAv,2014
Put That Record On,All American Nightmare,Hinder,2010-01-01,218666,36,0.000465,0.395,0.925,0.016,0.379,-3.332,0.0692,146.122,0.491,4,5,1,spotify:track:4mjG77mVcAtEP16Un5xIwH,2010
Bad Vibrations,Bad Vibrations (Deluxe Edition),A Day To Remember,2016-09-02,213817,52,7.69e-05,0.549,0.995,0.0,0.12,-4.141,0.17,128.083,0.0602,4,4,1,spotify:track:4iUFYqWo9l1BpOZAHsR7zf,2016
Stay Together For The Kids,Take Off Your Pants And Jacket,blink-182,2001,239333,68,0.00165,0.519,0.78,2.14e-05,0.156,-4.939,0.0356,145.125,0.166,4,2,1,spotify:track:3YD9EehnGOf88rGSZFrnHg,2001
In Florida,Bad Vibrations (Deluxe Edition),A Day To Remember,2016-09-02,202243,43,0.000178,0.49,0.927,4.27e-05,0.106,-3.815,0.044,160.945,0.635,4,4,0,spotify:track:2aisqTM9SHI9OzZrHv2scp,2016
Can't Get Away,Out of the Vein,Third Eye Blind,2003-05-13,223973,40,0.0017,0.612,0.721,0.0754,0.0837,-5.125,0.0281,103.709,0.819,4,11,1,spotify:track:2c6Kd7B3MM0RPEtAk0hbia,2003
Roam,Under Soil and Dirt,The Story So Far,2011-06-21,174573,54,0.000569,0.507,0.995,1.28e-05,0.0686,-2.355,0.0829,123.889,0.219,4,4,1,spotify:track:5vjR4LUikpN6LhpxRWK6k2,2011
I Miss You,Make Yourself,Incubus,1999-10-26,168666,58,0.00031,0.666,0.603,0.00131,0.0993,-7.314,0.0258,116.84,0.195,3,2,1,spotify:track:0ZVorBFSmsJBE0pczFzIvk,1999
She's On Fire,Drops Of Jupiter,Train,2001-03-27,229293,43,0.000289,0.482,0.904,0.00232,0.345,-5.231,0.038,95.989,0.647,4,9,1,spotify:track:1TgkeEMevixQWlU4eP4SoG,2001
Closure,Under Soil and Dirt,The Story So Far,2011-06-21,199906,44,0.000578,0.329,0.995,7.73e-05,0.089,-3.0,0.124,187.035,0.323,4,11,1,spotify:track:7IA5lo7PqGbbja2xS498GN,2011
Lost In The Sun,Take It To The Limit,Hinder,2008-01-01,232906,32,0.00126,0.478,0.959,0.0,0.0784,-3.967,0.0493,129.993,0.463,4,3,1,spotify:track:5WHII2d5MofET6ZYek41vh,2008
Put Me Back Together - Serban Ghenea Mix,Raditude (Deluxe),Weezer,2009-11-03,195333,32,0.0726,0.693,0.647,4.82e-05,0.152,-5.918,0.0899,124.001,0.544,4,2,1,spotify:track:49yL3bbnq1snzWqjADCQ2r,2009
The Gold Medal,Gold Medal (U.S. Version 83771),The Donnas,2004-10-25,133773,3,0.00319,0.558,0.882,2.43e-06,0.329,-3.556,0.0257,95.857,0.742,4,2,0,spotify:track:3nY7Yqp2o4CcxsNoE7nsgy,2004
Kaleidoscope,Neighborhoods (Deluxe Explicit Version),blink-182,2011-01-01,231266,0,0.00113,0.609,0.798,5.38e-06,0.0734,-8.23,0.0452,91.496,0.396,4,7,1,spotify:track:2xhQtZYNKN8YWsVt5TJtFl,2011
Way Away,Ocean Avenue,Yellowcard,2003-01-01,202093,62,6.93e-06,0.357,0.959,3.91e-05,0.0825,-4.081,0.113,179.644,0.364,4,2,0,spotify:track:63IIUzd6eJBfCGIcF8MFnJ,2003
Bang Bang,Bang Bang,Green Day,2016-08-11,205440,0,0.000359,0.503,0.984,2.18e-06,0.409,-1.65,0.112,127.484,0.368,4,9,1,spotify:track:0Z2wvNROelCrTqUM28RLYt,2016
Have Faith In Me,Homesick,A Day To Remember,2009,188813,0,7.12e-05,0.507,0.933,0.0,0.105,-4.7,0.0868,149.998,0.714,4,0,1,spotify:track:5D25Vmd458UZ6n27g76d3l,2009
Blood In My Eyes,Screaming Bloody Murder,Sum 41,2011-01-01,256706,46,0.000566,0.229,0.914,0.0101,0.459,-5.468,0.0593,97.513,0.296,3,4,0,spotify:track:6sfU2LwBKxjbukPZnUbGtt,2011
Rock Show,The Strange Case of... (Deluxe),Halestorm,2012-04-09,199093,49,0.0104,0.549,0.939,0.0,0.074,-3.031,0.0482,121.98,0.548,4,4,0,spotify:track:42h9lxw9OKy1sw6vh6dKBP,2012
Same Damn Life,Isolate And Medicate,Seether,2014-01-01,199706,60,0.000325,0.595,0.949,4.24e-05,0.306,-4.327,0.0476,117.97,0.772,4,5,1,spotify:track:5tkcQeBaeM1ZoNs2YUOmnz,2014
Bring Me To Life,Welcome To The Masquerade (Fan Edition),Thousand Foot Krutch,2009,216613,36,0.0086,0.492,0.93,0.0,0.111,-4.562,0.147,174.969,0.591,4,11,0,spotify:track:0NEKKDp8yHckln8dqEim9H,2009
Here's Your Letter,blink-182,blink-182,2003-11-01,174658,52,0.0126,0.408,0.933,1.62e-05,0.12,-5.256,0.057,176.178,0.668,4,9,1,spotify:track:1Xccd7M3iAT1sUu68pOZU0,2003
If I Leave,What Separates Me From You,A Day To Remember,2010,204186,0,0.000122,0.409,0.989,0.0,0.356,-4.115,0.143,154.986,0.228,4,9,1,spotify:track:73CczWVa3cudmlTAgOwKXv,2010
My Hero,Greatest Hits,Foo Fighters,2009-11-03,258973,61,6.01e-05,0.364,0.925,0.000251,0.0603,-4.224,0.0659,153.981,0.301,4,4,1,spotify:track:7u5dBtASrtOuBTTZjJrvuJ,2009
Circles,Misadventures,Pierce The Veil,2016-05-13,224306,0,0.000276,0.503,0.976,2.52e-05,0.161,-3.097,0.0992,80.994,0.387,4,2,1,spotify:track:46DpmRCYgAFsORaHy7F5hp,2016
Erase Me - Main,Man On The Moon II: The Legend Of Mr. Rager,Kid Cudi,2010-11-09,192253,76,0.063,0.687,0.631,0.0,0.108,-5.612,0.129,186.071,0.853,4,9,1,spotify:track:6XkuklKiHYVTlVvWlTgQYP,2010
Wake Up,Three Days Grace,Three Days Grace,2003-04-19,204373,49,0.000192,0.502,0.891,0.0,0.0892,-5.9,0.0352,153.807,0.64,4,9,1,spotify:track:57RstmiMTPQXUvx6O41ZC7,2003
A Day Late,Never Take Friendship Personal,Anberlin,2005-01-01,207200,48,0.00224,0.463,0.59,0.0,0.0612,-11.721,0.0695,168.527,0.615,4,9,1,spotify:track:4uY4fBNMiA2vwfQKxsLv0n,2005
Gin And Juice (feat. Dat Nigga Daz),Doggystyle,Snoop Dogg,1993,211493,4,0.0285,0.549,0.853,0.000296,0.618,-4.293,0.188,94.695,0.346,4,7,1,spotify:track:0WKYRFtH6KKbaNWjsxqm70,1993
Private Eye,From Here To Infirmary,Alkaline Trio,2001,210173,0,0.000472,0.412,0.947,0.00771,0.3,-4.827,0.0726,165.836,0.754,4,7,1,spotify:track:6Z0JkKl39yOKa4R4lWM5fB,2001
Headphones,Show Me Your Fangs,Matt Nathanson,2015-01-01,208600,43,0.00563,0.572,0.867,0.0,0.2,-4.411,0.0466,89.985,0.585,4,8,1,spotify:track:63e7gdWf1DtM6AVifeEzO9,2015
Before the Lobotomy,21st Century Breakdown,Green Day,2009-05-15,277013,49,0.0305,0.327,0.836,0.0,0.273,-4.132,0.039,136.167,0.301,3,1,1,spotify:track:0bziU9XgFkAcPrMhVYBM7n,2009
Miracle,Riot!,Paramore,2007-06-11,209746,51,0.000285,0.467,0.888,1.65e-06,0.146,-3.215,0.0681,163.014,0.561,4,1,0,spotify:track:7tCnwq0Fy85y1tWktmXQ7u,2007
All I Want,What Separates Me From You,A Day To Remember,2010,202640,1,2.53e-05,0.342,0.981,0.0,0.343,-3.228,0.14,160.083,0.207,4,2,0,spotify:track:3imITUqEhkebNbOoS1yrWm,2010
The High Road,Transit Of Venus,Three Days Grace,2012-10-02,193680,59,0.0424,0.442,0.88,0.0,0.153,-4.187,0.0761,142.733,0.4,4,1,0,spotify:track:5M7y0vJBmG5TDmOIBN9run,2012
Tonight,Seether: 2002-2013,Seether,2013-01-01,224974,36,2.14e-05,0.593,0.929,0.0869,0.123,-4.355,0.0349,125.014,0.524,4,9,1,spotify:track:6E4znBOjdrHZUEYEmkVz1C,2013
Dancing with Myself - Single Version,Dancing With Myself,The Donnas,2004-06-01,207800,49,3.09e-05,0.459,0.971,7.28e-06,0.0776,-3.801,0.0679,171.342,0.733,4,7,1,spotify:track:5ABwsrPHOZJTwYzOdd7huO,2004
Heart-Shaped Box,In Utero - 20th Anniversary - Deluxe Edition,Nirvana,1993-09-21,281160,82,0.199,0.256,0.641,0.0329,0.0853,-10.283,0.0552,203.006,0.382,4,1,1,spotify:track:11LmqTE2naFULdEP94AUBa,1993
Empty Space,What You Don't See,The Story So Far,2013-03-26,149936,58,5.27e-05,0.493,0.931,0.0,0.272,-3.651,0.0478,104.52,0.593,4,10,0,spotify:track:7qTYjaaLpEOQzrgqtQ3py2,2013
It's Complicated,What Separates Me From You,A Day To Remember,2010,177240,0,0.000204,0.199,0.935,0.0,0.0628,-3.471,0.157,195.012,0.637,4,1,1,spotify:track:069deq5woglvUnWok4MqTe,2010
Faster,Modern Love,Matt Nathanson,2011-01-01,208280,56,0.00743,0.742,0.853,4.79e-06,0.332,-4.147,0.0393,107.03,0.95,4,9,1,spotify:track:6plKFdrBnKF0y3CRuceTDh,2011
All Apologies,In Utero - 20th Anniversary Remaster,Nirvana,1993-09-21,233173,74,0.0793,0.446,0.632,0.000266,0.0881,-12.197,0.034,113.176,0.359,4,1,1,spotify:track:1Ic9pKxGSJGM0LKeqf6lGe,1993
Hairline Fracture,Appeal To Reason,Rise Against,2008-01-01,242560,34,0.000324,0.23,0.935,5.24e-06,0.459,-3.489,0.0838,165.329,0.463,4,10,1,spotify:track:4dMZ0ueUQch24tjzNuzjbg,2008
Especially in Michigan,Stadium Arcadium,Red Hot Chili Peppers,2006-05-09,240333,59,0.000858,0.468,0.826,5.01e-06,0.104,-3.701,0.0295,102.817,0.359,4,6,0,spotify:track:1ylzYcU6FGnuBqqdqqH7QL,2006
Diamond Eyes (Boom-Lay Boom-Lay Boom),The Sound of Madness,Shinedown,2008-06-24,336112,68,0.000254,0.516,0.884,0.000347,0.0478,-3.706,0.0448,107.96,0.448,4,2,0,spotify:track:1PLMK1ui86iHHG3FM1N7ue,2008
Up All Night,Take It To The Limit,Hinder,2008-01-01,213666,52,0.000531,0.484,0.963,0.00039,0.294,-3.808,0.063,96.942,0.484,4,8,0,spotify:track:6UAJ5yvdHlWO1Xlz8BKHEG,2008
I Am,Train,Train,1998-02-24,268506,37,0.0156,0.567,0.592,0.000938,0.138,-7.517,0.0242,83.98,0.432,4,7,1,spotify:track:54wiSTOv0G3NEXy20z2af8,1998
Alive (Nightmare),Man On The Moon: The End Of Day,Kid Cudi,2009-09-15,246760,51,0.27,0.71,0.808,0.0,0.208,-4.877,0.0418,101.784,0.698,4,6,0,spotify:track:1Zt4rVKL5cazgN54WibvLt,2009
Obvious,blink-182 (Explicit Version),blink-182,2003,163493,0,0.000253,0.322,0.979,0.0,0.359,-4.216,0.0879,169.721,0.496,4,4,1,spotify:track:5kgVC8uSX7M99wH8h2ErIP,2003
Casablanca Sucked Anyways,And Their Name Was Treason,A Day To Remember,2005-05-10,177000,0,0.0338,0.317,0.867,0.00379,0.0922,-4.272,0.141,103.799,0.476,4,7,0,spotify:track:6PR5Cw8g0QBYFxHXYbtOdY,2005
If You Leave,Train,Train,1998-02-24,208200,25,0.00811,0.501,0.863,6.98e-05,0.338,-6.27,0.032,153.992,0.612,4,9,0,spotify:track:6xpK384GQ7SFsQXCgktvsA,1998
Last Words,Phenomenon,Thousand Foot Krutch,2003-01-01,168173,41,0.0269,0.519,0.95,0.0,0.338,-2.59,0.068,84.89,0.753,4,9,1,spotify:track:04Un5OieAYAN7e1bMakd0w,2003
DARE,Demon Days,Gorillaz,2005-05-23,244999,78,0.0229,0.76,0.891,0.0869,0.298,-5.852,0.0372,120.264,0.966,4,11,0,spotify:track:4Hff1IjRbLGeLgFgxvHflk,2005
Going Away To College,Enema Of The State,blink-182,1999-01-01,179160,0,0.00863,0.535,0.821,0.0,0.55,-6.414,0.0348,104.528,0.585,4,11,1,spotify:track:0bDmuUdF74kuh8JKlUNiz4,1999
Privilege,Make Yourself,Incubus,1999-10-26,234000,51,0.000511,0.681,0.829,1.09e-05,0.112,-6.894,0.101,94.067,0.782,4,2,1,spotify:track:2Jpm7obuQxAYilV0WyJJL4,1999
It's Not My Time,The Greatest Hits,3 Doors Down,2012-01-01,242693,33,0.00914,0.559,0.907,0.0,0.143,-4.067,0.0436,127.967,0.323,4,0,1,spotify:track:0AUuHVbQT7I5gT822RlnU7,2012
Broken,Seether: 2002-2013,Seether,2013-01-01,258516,62,0.00923,0.441,0.608,0.000155,0.145,-2.979,0.0344,123.777,0.209,4,3,0,spotify:track:5lzXML8WVfoQeUvEVakaHx,2013
Prayer Of The Refugee,The Sufferer & The Witness,Rise Against,2006-01-01,199386,69,0.00165,0.2,0.977,1.1e-05,0.259,-3.494,0.159,195.711,0.39,4,3,0,spotify:track:4OSbctVD37ycS0H3rwRm72,2006
Good Things,Common Courtesy,A Day To Remember,2013-11-25,179733,0,0.000245,0.45,0.931,0.0,0.379,-3.889,0.0684,142.958,0.658,4,1,1,spotify:track:2xvm35xiuxU9qeMEbnUj1w,2013
Friends Like Mine,Gold Medal (U.S. Version 83771),The Donnas,2004-10-25,218066,3,0.000861,0.558,0.938,0.00721,0.165,-3.987,0.0619,139.734,0.488,4,4,1,spotify:track:087R2OXkiC2ceWHca2SpWz,2004
Still Swingin',The Connection,Papa Roach,2012-10-02,203293,53,0.000105,0.577,0.888,8.95e-05,0.135,-6.323,0.061,139.028,0.68,4,1,1,spotify:track:7p0sSbjOo0c0edsfGapmHg,2012
Asthenia,blink-182 (Explicit Version),blink-182,2003,259733,0,0.106,0.399,0.913,7.16e-06,0.109,-5.201,0.139,174.978,0.343,4,2,1,spotify:track:3qLVzc8QUg4KOFb8YYCwtf,2003
Loaded and Alone,Take It To The Limit,Hinder,2008-01-01,246146,42,0.00582,0.514,0.99,0.003,0.14,-2.243,0.0832,123.998,0.391,4,3,0,spotify:track:6cLscKyIJN8AkIh5UOE8UA,2008
