name,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,time_signature,key,mode,uri,release_year
Potential Breakup Song,Potential Breakup Song,Aly & AJ,2020-12-29,218333,69,0.000469,0.554,0.899,0.000365,0.0867,-4.149,0.0385,157.995,0.556,4,6,0,spotify:track:2ieu0FHqTpBUrMoCFVL3cb,2020
Give Me Hope,New Politics,New Politics,2010-07-12,167706,28,0.00133,0.57,0.89,0.0105,0.144,-2.725,0.0451,93.976,0.481,4,4,1,spotify:track:2Y3wF2Udv5amUErlNjLrZV,2010
Palm Trees,Pockets,¿Téo?,2018-04-05,226132,63,0.229,0.719,0.499,0.000478,0.105,-9.046,0.0318,108.017,0.0439,4,7,0,spotify:track:7CAgak4ycIZvKqtLZjtIKW,2018
Mile High (feat. Travis Scott & Metro Boomin),Assume Form,James Blake,2019-01-18,193600,69,0.403,0.754,0.37,6.22e-05,0.107,-9.854,0.12,114.941,0.228,4,6,0,spotify:track:4cQrSREMqBSvJ8ZzBZjVb8,2019
Flutes,In Our Heads,Hot Chip,2012-06-12,425320,45,0.034,0.691,0.71,0.00225,0.0903,-6.351,0.0322,118.006,0.332,4,10,0,spotify:track:4Z03QyhMr9NIbMwKnajzwT,2012
No Cowards,No Cowards,HANDSOME,2018-08-22,209857,0,0.304,0.792,0.469,0.0,0.0564,-8.178,0.107,106.039,0.54,4,9,1,spotify:track:2imOx2J7x2mbrSVi4X6ytl,2018
Streets - Disclosure Remix,Streets (Disclosure Remix),Doja Cat,2021-03-12,254280,48,0.386,0.716,0.704,0.0169,0.269,-7.334,0.142,117.992,0.425,4,4,0,spotify:track:4RFEDetyQkYNvTrfhSV3et,2021
Just A Thought,Men,BenZel,2014-01-01,188133,37,0.0905,0.67,0.563,0.000417,0.205,-8.508,0.0355,138.036,0.259,4,10,0,spotify:track:3OG7uYLWVPG8HoS2fIJYA1,2014
Double Negative (Skeleton Milkshake),What Could Possibly Go Wrong,Dominic Fike,2020-07-31,126465,68,0.00383,0.689,0.858,0.0,0.129,-2.868,0.161,153.977,0.643,4,4,1,spotify:track:7ACT6YaXbYvl7hRWEOOEHQ,2020
Forever and a Day,Dance Without Me,DRAMA,2020-02-14,235564,0,0.0291,0.793,0.584,0.331,0.0987,-8.641,0.0387,114.994,0.413,4,10,0,spotify:track:71saxBjWmK5f6PGyreoLjx,2020
Even When The Water's Cold,Thr!!!er,!!!,2013,227066,54,0.108,0.709,0.831,0.00128,0.159,-6.847,0.0391,104.971,0.866,4,2,0,spotify:track:2UjEyfnKzaY7qpBEeESJjv,2013
It's That Talk Again,It's That Talk Again,Broken Bells,2015-09-25,241333,56,0.0502,0.659,0.758,8.79e-05,0.0822,-6.424,0.0448,122.945,0.562,4,0,1,spotify:track:5C8Vwr9o1WtsoDVPFqPCob,2015
Apolune,Aviator,Jesper Ryom,2014-11-17,402392,56,0.00795,0.717,0.726,0.863,0.0849,-8.611,0.0927,123.01,0.538,4,0,1,spotify:track:1M3ldz0gop7cJeEWUuJCfe,2014
Don't Hold Back,Don't Hold Back,DRAMA,2021-05-26,202750,55,0.164,0.657,0.757,0.234,0.242,-5.568,0.0327,116.989,0.417,4,7,1,spotify:track:5aL4CEwuO8mGuT2Ar1EjbQ,2021
Daydreamin' (feat. Jill Scott),Lupe Fiasco's Food & Liquor,Lupe Fiasco,2006-06-27,234306,63,0.029,0.533,0.739,0.0,0.266,-3.573,0.0602,81.37,0.617,4,5,0,spotify:track:50M2QjfSM82wkJ1d0iV4mh,2006
Celadon & Gold,Notes from the Archive: Recordings 2011-2016,Maggie Rogers,2020-12-18,191360,44,0.000161,0.248,0.796,0.0661,0.0788,-4.072,0.0322,201.972,0.5,4,0,1,spotify:track:6MwZA4j2mr0iybaZJ2JJYP,2020
Perdoname,Perdoname,Deorro,2014-12-02,270053,67,0.000926,0.855,0.856,0.00271,0.959,-2.574,0.105,127.989,0.516,4,9,0,spotify:track:6O9Ae183gg3Y1cgPdbjwDz,2014
Go To Town,Amala,Doja Cat,2018-03-30,217813,71,0.0716,0.71,0.71,1.07e-06,0.206,-2.474,0.0579,169.944,0.7,4,0,1,spotify:track:6iOvnACn4ChlAw4lWUU4dd,2018
Like Me,B4.DA.$$,Joey Bada$$,2015-01-20,266382,55,0.534,0.731,0.71,0.0,0.112,-4.997,0.29,90.892,0.757,4,0,0,spotify:track:7BeoNED8yeNC7pCuA30fGs,2015
Anybody,Notes from the Archive: Recordings 2011-2016,Maggie Rogers,2020-12-18,196666,38,0.414,0.44,0.563,4.05e-05,0.128,-5.711,0.0366,171.675,0.0438,4,0,1,spotify:track:0DVaWkOsYlgubvW3zz3098,2020
Cane Shuga,How To Be A Human Being,Glass Animals,2016-08-26,196570,61,0.536,0.796,0.794,0.29,0.0896,-5.661,0.0386,136.055,0.853,4,5,0,spotify:track:7GHqPV9RCRofSXh68htAkg,2016
Lose My Mind (feat. Mr Gabriel),The Cure To Loneliness,Jai Wolf,2019-04-05,258545,60,0.00843,0.607,0.775,0.492,0.305,-6.038,0.0399,140.019,0.506,4,3,1,spotify:track:0zEKfIm5b8EUcDM3qoPXKX,2019
a veces,a veces,BIMINI,2020-07-10,140666,1,0.386,0.593,0.522,0.0103,0.1,-9.588,0.0413,89.918,0.415,4,9,0,spotify:track:5aqmwzeL9MO7kkHy6uaRKB,2020
bad idea!,bad idea!,girl in red,2019-09-03,219638,81,0.03,0.511,0.806,0.0465,0.252,-6.093,0.0481,162.04,0.41,4,1,1,spotify:track:1M4Ud66z18wuIq3oOxqVHa,2019
Kites,Animal Shapes,Geographer,2010-03-09,263346,0,0.0059,0.427,0.7,0.0225,0.0873,-7.339,0.0304,85.999,0.151,4,2,0,spotify:track:5y0nFFgYV7ugOq4ZXrExoB,2010
No Fools,No Fools,Attawalpa,2018-09-28,191027,0,0.00205,0.536,0.767,0.0298,0.0936,-8.893,0.0325,155.09,0.619,4,9,1,spotify:track:5xRTciLyH789b3eJ3VRjVp,2018
Hold On,"New Me, Same Us",Little Dragon,2020-03-27,210922,60,0.0103,0.744,0.615,0.00113,0.134,-8.756,0.0394,118.965,0.444,4,0,1,spotify:track:4dPimg8olUWKxHZXPD3KOO,2020
Steal My Attention,Desiderium,TOKiMONSTA,2014-09-23,260617,50,0.0652,0.63,0.702,0.0522,0.112,-9.026,0.163,104.985,0.329,4,11,0,spotify:track:3F2Vq9ZHzNZmHMBuaf4LcP,2014
These Chains,In Our Heads,Hot Chip,2012-06-12,255600,28,0.0461,0.674,0.83,0.0175,0.124,-4.796,0.0327,125.967,0.44,4,10,0,spotify:track:0WRBqQcmnZbnLTiFG3Ohqj,2012
Ghost (feat. Vince Staples),Ghost (feat. Vince Staples),With You.,2015-12-18,195789,31,0.0241,0.892,0.576,0.0,0.225,-7.527,0.268,113.972,0.825,4,9,1,spotify:track:6AG8ofEaLko2tGM9F957A2,2015
Midas,Portraits,Maribou State,2015-06-01,218357,72,0.393,0.697,0.578,0.379,0.106,-5.213,0.095,114.995,0.3,4,9,0,spotify:track:6VNooTY5w9A9wg1YUsEbKB,2015
suburban wonderland,suburban wonderland,BETWEEN FRIENDS,2017-07-14,266157,59,0.0184,0.617,0.685,0.0,0.0848,-7.687,0.063,87.969,0.508,4,2,1,spotify:track:1dSp8A0PDSvRZXAsuuoge7,2017
Tongues,How Do You Feel Now?,Joywave,2015-04-14,234773,60,0.00048,0.827,0.682,0.0187,0.101,-7.111,0.0435,117.967,0.933,4,6,0,spotify:track:5mCprFWOqe0jB96v9RhLBo,2015
Uncertainly Deranged,Drastic Measures,Bayonne,2019-02-22,275029,27,0.00391,0.58,0.902,0.0146,0.707,-8.438,0.0397,89.994,0.206,4,0,1,spotify:track:1Qm8cleKA7y1gVyBWgC9XS,2019
Golden Light,Miracle Mile,STRFKR,2013-02-12,283057,63,0.52,0.573,0.67,0.806,0.321,-11.437,0.0331,96.991,0.159,4,8,0,spotify:track:4O2aCfXPP9FfPoIPixwVBz,2013
Vide Noir,Vide Noir,Lord Huron,2018-04-20,268560,52,0.151,0.715,0.948,0.193,0.0975,-4.76,0.0469,112.017,0.428,4,10,0,spotify:track:1wCrEhvjzB8jSuBvJrsROp,2018
Moments / Tides,Moments / Tides,Goth Babe,2020-08-05,204126,63,0.453,0.514,0.632,0.0118,0.106,-7.544,0.145,85.018,0.531,4,4,1,spotify:track:7D56acHvA76RlIuebqxWKD,2020
Debbie,Bad Habit,Your Smith,2018-08-24,191746,17,0.0137,0.839,0.737,2.32e-06,0.0871,-7.255,0.0317,113.003,0.936,4,11,0,spotify:track:2lnZ26Iq1QOcW8dgazCuk3,2018
One More Afternoon,Notes from the Archive: Recordings 2011-2016,Maggie Rogers,2020-12-18,278533,42,0.0116,0.228,0.48,0.00688,0.0551,-6.38,0.0286,79.961,0.153,4,2,1,spotify:track:5yfP1tlgvG3DIxO5iFYnPD,2020
Money - HANDSOME Remix,Money Remixes,Austen,2019-11-29,190344,6,0.0495,0.624,0.275,0.0356,0.139,-10.047,0.187,116.555,0.353,3,7,1,spotify:track:1jI4X6ADX6JMGzsNtW95gd,2019
Humming Man,Humming Man,Men I Trust,2016-03-03,174782,45,0.311,0.63,0.45,0.03,0.201,-10.771,0.0407,92.053,0.377,4,6,0,spotify:track:7HVxy3Kr59FJ70NhhzEo2a,2016
YAYAYA,Miracle Mile,STRFKR,2013-02-12,134453,38,0.0209,0.566,0.826,0.937,0.334,-8.327,0.0403,84.986,0.756,4,2,1,spotify:track:5ilbZNqKZBdqs3nPiBXPIC,2013
Together,Notes from the Archive: Recordings 2011-2016,Maggie Rogers,2020-12-18,202133,41,0.000446,0.335,0.756,8.24e-05,0.103,-3.555,0.0317,157.264,0.348,4,2,1,spotify:track:4f1OaJmo1t7GR2Z95q3GQr,2020
Curry Chicken,B4.DA.$$,Joey Bada$$,2015-01-20,213330,45,0.302,0.711,0.793,0.0,0.855,-5.123,0.0777,140.04,0.374,4,9,1,spotify:track:0xRQcaFxNETdmB0mIpAkuU,2015
Why,What Could Possibly Go Wrong,Dominic Fike,2020-07-31,139906,77,0.342,0.684,0.856,0.00728,0.109,-2.676,0.0411,117.027,0.343,4,6,1,spotify:track:1xLs8Mu1QEVbGCpyHQ2r2U,2020
Interior People,Butterfly 3000,King Gizzard & The Lizard Wizard,2021-06-11,315133,57,0.223,0.64,0.847,0.00274,0.459,-8.103,0.0415,156.015,0.481,3,7,1,spotify:track:3tj1cKu9SOnchX6twBKn30,2021
Works Every Time,Guy Walks Into A Bar…,Mini Mansions,2019-07-26,277986,41,0.0222,0.73,0.498,0.000961,0.0805,-7.651,0.0284,102.038,0.911,4,0,1,spotify:track:4GatPKkufpKFmgM1LbvHoz,2019
Shampoo Bottles,You and Your Friends,Peach Pit,2020-04-03,224266,70,0.0232,0.648,0.436,0.0,0.0944,-9.578,0.0275,107.019,0.333,4,8,1,spotify:track:2INUkDPCO1eQlOFmIN5VAC,2020
Vampire,What Could Possibly Go Wrong,Dominic Fike,2020-07-31,186050,72,0.331,0.787,0.735,4.09e-05,0.113,-4.808,0.0857,97.957,0.698,4,0,0,spotify:track:0SRPuTnr5QOKRoIxMvvlgK,2020
Weekend (feat. Miguel),GO:OD AM,Mac Miller,2015-09-18,208080,81,0.47,0.843,0.435,0.0,0.147,-8.442,0.178,120.058,0.19,4,8,1,spotify:track:6GnhWMhgJb7uyiiPEiEkDA,2015
Chemical - Chloé Caillet Remix,Chemical (Chloé Caillet Remix),Beck,2021-06-11,274244,35,0.000923,0.637,0.453,0.552,0.121,-13.36,0.0351,119.981,0.0685,4,0,1,spotify:track:7C87LBTIysCpVwZXE1pjzT,2021
The Warning,The Warning,Hot Chip,2006-05-22,291600,50,0.0941,0.728,0.612,0.188,0.399,-10.106,0.0499,130.016,0.437,4,7,1,spotify:track:5RrWu7ddslbnrRImeW7LOs,2006
3BadSoSad,5xx,Private Island,2019-04-23,240013,46,0.428,0.602,0.561,0.0282,0.311,-8.026,0.0289,96.876,0.584,4,11,0,spotify:track:4s2RoAKfpq2hyNIJqwDH8x,2019
Glider,Epoch,Tycho,2016-09-30,293356,0,0.02,0.574,0.894,0.903,0.0706,-8.436,0.04,126.0,0.201,4,7,1,spotify:track:4cx6srR6OQzmd6mzpeaQsY,2016
Años Atrás,Prisma Tropical,Balún,2018-07-20,304785,17,0.0105,0.542,0.731,0.23,0.175,-9.703,0.0372,177.919,0.448,4,1,1,spotify:track:6YgUIu3NnXfKSR3J4Xecki,2018
Hungry Child - Edit,A Bath Full of Ecstasy,Hot Chip,2019-06-21,208637,46,0.0564,0.643,0.85,0.0199,0.229,-6.386,0.0513,120.041,0.576,4,0,1,spotify:track:6o8ZQJ4VJmBW3gEwCK75ce,2019
Welcome State,Welcome State,Elder Island,2017-05-12,270476,52,0.334,0.665,0.432,0.0285,0.11,-8.788,0.0323,95.981,0.298,4,6,1,spotify:track:6QZiX05Mfic4hDLcD612QO,2017
Little Joys,Notes from the Archive: Recordings 2011-2016,Maggie Rogers,2020-12-18,235306,44,0.0811,0.581,0.344,5.76e-05,0.213,-8.964,0.0298,119.96,0.0841,4,7,0,spotify:track:6LzKBCMuZDmcIULxE6ISVv,2020
Live Well,So Long Forever,Palace,2016-11-04,249840,73,0.264,0.496,0.644,0.0,0.0695,-5.385,0.0269,96.017,0.435,3,2,1,spotify:track:2H30WL3exSctlDC9GyRbD4,2016
Love Invaders,Imaginary Lines,Fatima Yamaha,2015-11-27,409831,47,0.00506,0.84,0.566,0.44,0.101,-7.164,0.0448,117.991,0.723,4,11,0,spotify:track:4Noq0kesyOwbyLLQcg3qYW,2015
Let U Go,How To Run Away,Slow Magic,2014-09-09,179702,23,0.254,0.648,0.579,0.409,0.332,-7.512,0.0277,135.009,0.416,4,10,0,spotify:track:2kRV1k4Ft9jxCZh97omwvh,2014
AMERIKKKAN IDOL,ALL-AMERIKKKAN BADA$$,Joey Bada$$,2017-04-07,371435,50,0.797,0.53,0.626,2.27e-06,0.22,-7.583,0.301,97.035,0.448,4,7,0,spotify:track:6U8SOvBY0zz8hKkSwOaOej,2017
Chicken Tenders,What Could Possibly Go Wrong,Dominic Fike,2020-07-31,170405,71,0.268,0.746,0.741,0.0,0.644,-5.459,0.0567,119.983,0.72,4,11,1,spotify:track:4sYbZjRCyaFqCtJ2Uvfh8B,2020
Who Do You Believe,Who Do You Believe,Big Wild,2020-10-14,243075,43,0.00263,0.626,0.653,0.823,0.349,-7.439,0.0461,120.01,0.362,4,11,0,spotify:track:0H386Lr3iWsKyonoKcncT0,2020
No Buses,Who The F*** Are Arctic Monkeys?,Arctic Monkeys,2006-05-09,197320,56,0.155,0.481,0.524,0.000147,0.0523,-9.051,0.0369,101.883,0.425,4,4,1,spotify:track:4bKpnMKt2vBOQ1wZHGEJJO,2006
Both Of Us - Edit,Both Of Us,Jayda G,2020-05-26,229424,63,0.00851,0.735,0.71,0.762,0.0684,-10.222,0.0766,123.962,0.507,4,11,1,spotify:track:75rGONmoi48LLYBFaGiYsv,2020
Wurli,What Could Possibly Go Wrong,Dominic Fike,2020-07-31,150620,66,0.385,0.482,0.837,0.0216,0.132,-3.696,0.0639,91.968,0.0787,4,11,1,spotify:track:5MSshyHGM9ajWSEoBcR0jv,2020
Drunk on a Rhythm,Drunk on a Rhythm,Gothic Tropic,2019-07-25,226733,45,0.0752,0.766,0.779,0.0035,0.105,-5.332,0.046,117.967,0.923,4,8,1,spotify:track:6sDrfyQ8bkcsXKbTsv6t2a,2019
Hush,Hush,The Marías,2021-04-30,181893,63,0.071,0.846,0.431,0.176,0.0861,-6.549,0.0351,93.038,0.684,4,5,0,spotify:track:04kybb0HCt1uaTBgYkSgwQ,2021
Saltwater,Great Big Blue,Geowulf,2018-02-16,247280,61,0.0006,0.552,0.828,0.363,0.115,-5.811,0.0305,107.031,0.709,4,2,1,spotify:track:2QSrwZ7iVknZgkfi4aD6cn,2018
The Kiss Of Venus (Dominic Fike),The Kiss Of Venus (Dominic Fike),Paul McCartney,2021-03-11,143530,69,0.627,0.715,0.374,0.0,0.11,-6.665,0.0399,89.982,0.633,4,8,1,spotify:track:3gCYle76USfbHa7VDTDg5V,2021
Straight To The Morning,Straight To The Morning,Hot Chip,2020-10-23,199928,50,0.00351,0.69,0.845,2.79e-06,0.418,-6.01,0.15,122.023,0.789,4,6,1,spotify:track:5S5JOQIM7YMJWrqmBbTY09,2020
