name,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,time_signature,key,mode,uri,release_year
Light Year,Proper Dose,The Story So Far,2018-09-21,212566,44,4.51e-05,0.412,0.989,0.0,0.355,-3.965,0.12,161.969,0.474,3,2,1,spotify:track:5NAwiLYWKDtkGIAqW8h3QU,2018
Better Off This Way,What Separates Me From You,A Day To Remember,2010,206360,0,9.33e-05,0.379,0.965,0.0,0.371,-3.442,0.0975,160.057,0.565,4,4,1,spotify:track:5TtOrriDfiamVEKrls2GIT,2010
It Must Really Suck To Be Four Year Strong Right Now,Enemy Of The World (Special Edition),Four Year Strong,2010-01-01,196146,36,0.000149,0.248,0.979,2.39e-05,0.366,-3.787,0.229,168.188,0.343,4,2,1,spotify:track:1WxU2gzm360coppgmRQ6ua,2010
Want Me Around,Shapeshifter,Knuckle Puck,2017-10-13,211100,51,0.00699,0.452,0.962,1.01e-05,0.0997,-3.225,0.127,101.885,0.527,4,0,0,spotify:track:1hWlZxzZWiXRkQy7ywSAmh,2017
Quicksand,Under Soil and Dirt,The Story So Far,2011-06-21,158533,56,0.000989,0.349,0.995,0.0,0.0955,-2.622,0.143,189.936,0.223,4,5,1,spotify:track:1R1yJO9oVNcq1ae8AZH0kT,2011
Best of Me,Common Courtesy,A Day To Remember,2013-11-25,207778,0,0.00123,0.439,0.968,0.0,0.242,-3.21,0.159,160.055,0.655,4,6,0,spotify:track:10j4RuFfe9XnCQS9020wjb,2013
We All Float Down Here,Four Year Strong,Four Year Strong,2015-06-02,187561,56,0.000116,0.522,0.996,1.05e-05,0.252,-4.316,0.186,96.477,0.138,4,10,0,spotify:track:44RrOIa9ziCFW9YC6ndAUL,2015
Tragedy + Time,The Black Market,Rise Against,2014-01-01,257000,55,0.0007,0.264,0.97,2.89e-05,0.131,-3.428,0.116,175.672,0.533,4,0,0,spotify:track:39yvhCgBmNrLf0m9lan0Ge,2014
Placeholder,Under Soil and Dirt,The Story So Far,2011-06-21,185733,51,0.0595,0.416,0.969,0.0,0.104,-2.361,0.0611,182.038,0.449,4,2,1,spotify:track:38sLZRXFfJPAeqFE0SX3NS,2011
It's Complicated,What Separates Me From You,A Day To Remember,2010,177240,0,0.000204,0.199,0.935,0.0,0.0628,-3.471,0.157,195.012,0.637,4,1,1,spotify:track:069deq5woglvUnWok4MqTe,2010
"Heroes Get Remembered, Legends Never Die",Rise or Die Trying,Four Year Strong,2007-09-18,215760,50,0.00105,0.429,0.964,0.0,0.277,-4.09,0.178,163.06,0.525,4,2,1,spotify:track:73egERbXJYHKWUgCVEkUtK,2007
From The Outside,Composure,Real Friends,2018-07-13,185493,56,0.00391,0.51,0.979,0.0,0.334,-3.335,0.0607,103.032,0.72,4,1,1,spotify:track:7LAZoVMv0qo20VpimTOBsi,2018
Things I Can't Change,What You Don't See,The Story So Far,2013-03-26,172385,56,5.68e-05,0.233,0.99,0.0,0.0933,-3.546,0.129,121.084,0.213,4,8,1,spotify:track:0a96MZrTDKwvl1MTYvDP3o,2013
Behind Closed Doors,The Sufferer & The Witness (Real explicit),Rise Against,2006-01-01,195120,39,0.000671,0.331,0.977,4.45e-05,0.18,-3.545,0.0876,195.328,0.603,4,10,0,spotify:track:7bsQEb4oFKdpAJwor5hOp3,2006
Find My Way Back,Enemy Of The World,Four Year Strong,2010,208040,43,0.000105,0.496,0.992,0.0,0.562,-3.963,0.172,106.171,0.125,4,0,1,spotify:track:0y9T7SuTGJHeamj2BOc2iP,2010
Elevated,The Finer Things,State Champs,2013-10-08,209021,55,0.00548,0.267,0.981,0.0,0.0346,-2.04,0.136,188.181,0.456,4,5,1,spotify:track:2GNkR4EfPnXi0zRl5A89ky,2013
Growing on You,Proper Dose,The Story So Far,2018-09-21,196933,47,0.022,0.535,0.737,0.0,0.117,-7.418,0.0302,130.004,0.384,4,2,1,spotify:track:2y1ENs38RfJfMvFrBOBJn0,2018
The Downfall of Us All,Homesick,A Day To Remember,2009,209093,1,0.000256,0.589,0.881,0.0,0.327,-4.62,0.0666,129.95,0.709,4,0,1,spotify:track:6G7URf5rGe6MvNoiTtNEP7,2009
Cute Without The 'E' (Cut From The Team),Tell All Your Friends,Taking Back Sunday,2002-03-26,211546,1,0.0394,0.402,0.859,0.0,0.0745,-4.41,0.0466,95.31,0.514,4,1,0,spotify:track:6PsISpFaCEKwysPfwO9SfC,2002
Paper Wings,Siren Song Of The Counter-Culture,Rise Against,2004-01-01,223613,53,0.000921,0.556,0.93,0.00514,0.108,-3.62,0.0538,100.143,0.514,4,3,1,spotify:track:6Nl8qp2bhHHWGYt3BYmsY1,2004
Empty Space,What You Don't See,The Story So Far,2013-03-26,149936,58,5.27e-05,0.493,0.931,0.0,0.272,-3.651,0.0478,104.52,0.593,4,10,0,spotify:track:7qTYjaaLpEOQzrgqtQ3py2,2013
Disdain,Copacetic,Knuckle Puck,2015-07-31,164728,49,0.0114,0.433,0.97,2.65e-05,0.159,-3.02,0.0988,95.034,0.307,4,6,1,spotify:track:7K3RiFYzoLb4j2gtMgjLuE,2015
Where Did The Angels Go,The Connection,Papa Roach,2012-10-02,190120,50,3.79e-05,0.506,0.913,0.000292,0.326,-5.662,0.0499,122.057,0.485,4,7,1,spotify:track:4gjoYVspgWdhGx1A0KAP6K,2012
This Is Letting Go,Endgame,Rise Against,2011-01-01,221200,53,0.000641,0.281,0.976,2.31e-06,0.0517,-3.471,0.0738,99.383,0.421,4,8,1,spotify:track:0304Y3lXclcRh5N50KJ3sE,2011
Solo,The Story So Far,The Story So Far,2015-05-18,157880,50,0.00676,0.501,0.969,0.0,0.282,-3.146,0.062,107.391,0.3,4,1,1,spotify:track:6YuBA0OqrYdgRGNuYSlb3R,2015
Go Down in History,Four Year Strong,Four Year Strong,2015-06-02,219762,50,6.04e-05,0.505,0.985,1.02e-05,0.351,-4.401,0.119,119.993,0.243,4,5,1,spotify:track:2axAqRd2SSKmbA6fTuoRzM,2015
Wake Me Up,Broadcast to the World,zebrahead,2006,229773,44,0.000593,0.523,0.981,3.66e-06,0.411,-3.865,0.124,104.471,0.449,4,1,1,spotify:track:3mSZz9k6TzRpin74YEipgV,2006
I Don’t Want To Be Here Anymore,The Black Market,Rise Against,2014-01-01,239960,60,0.000759,0.236,0.971,3.87e-05,0.172,-3.98,0.0987,159.001,0.403,4,6,0,spotify:track:6qtg4gz3DhqOHL5BHtSQw8,2014
Framework,What You Don't See,The Story So Far,2013-03-26,188383,44,1.81e-05,0.394,0.983,3.67e-05,0.135,-3.246,0.0893,83.472,0.384,4,8,1,spotify:track:3L6PjSPTkiBATsRZcqlgVq,2013
Right Back At It Again,Common Courtesy,A Day To Remember,2013-11-25,200036,0,0.000126,0.288,0.991,3.77e-06,0.0902,-3.976,0.312,169.607,0.353,4,3,1,spotify:track:3hZVFVByKea36JhkVaKG59,2013
Say Something,What We're Missing,Grayscale,2016-02-12,213317,0,0.00229,0.487,0.938,3.39e-06,0.339,-3.896,0.041,130.098,0.728,4,0,1,spotify:track:4zEflSfU3JpoFf6nm6MXq1,2016
Faint Resemblance - Ghost Note Symphonies,"The Ghost Note Symphonies, Vol.1",Rise Against,2018-07-27,142892,44,0.889,0.677,0.327,2.26e-06,0.0977,-9.445,0.0513,91.211,0.567,4,0,1,spotify:track:6RTDyHa1vdrRLUNvFOH4Ry,2018
Nerve,The Story So Far,The Story So Far,2015-05-18,188200,58,0.00131,0.514,0.971,0.000548,0.281,-2.633,0.0696,108.008,0.482,4,8,1,spotify:track:1DlT3Udf11689ezYr6R8aA,2015
Milk & Coffee,They Might've Even Loved Me,NoMBe,2018-03-23,235653,0,0.00103,0.561,0.805,4.78e-06,0.488,-4.672,0.0315,90.999,0.727,4,7,1,spotify:track:3892iPhCn6bo6T6hr661Eh,2018
Let It Rain,Adornment,Grayscale,2017-05-05,187466,40,0.000186,0.538,0.976,0.0,0.242,-1.754,0.0838,107.04,0.663,4,1,1,spotify:track:0HHDZxc40mWBzkXpzGmyl1,2017
Miracle - Ghost Note Symphonies,"The Ghost Note Symphonies, Vol.1",Rise Against,2018-07-27,242534,50,0.815,0.409,0.411,0.0,0.119,-6.515,0.0262,94.186,0.278,4,11,1,spotify:track:4OtIlddVzUj3p2q28uCvjl,2018
All Wrong,What You Don't See,The Story So Far,2013-03-26,182123,52,0.00118,0.393,0.96,0.0,0.405,-4.159,0.117,173.855,0.365,4,10,0,spotify:track:5lMx7cJFnmW8fV0EZqYGjQ,2013
By My Side,Say It Out Loud,The Interrupters,2016-06-24,139922,47,0.0527,0.62,0.861,0.0,0.352,-2.687,0.0298,89.983,0.787,4,0,1,spotify:track:2qKwTR3n4kBv0Gr0DAd0Zg,2016
The Other Line,"Get Lost, Find Yourself","Chunk! No, Captain Chunk!",2015-01-01,209693,57,7.66e-05,0.386,0.933,0.459,0.187,-3.745,0.129,167.046,0.384,4,1,0,spotify:track:3eoEriMHjKEpyNa2BFmdSm,2015
Like The Angel - Ghost Note Symphonies,"The Ghost Note Symphonies, Vol.1",Rise Against,2018-07-27,195994,46,0.651,0.333,0.454,0.0,0.0878,-5.501,0.0408,78.549,0.224,4,8,0,spotify:track:5vPQOKhAhgV7dAIUSdagE2,2018
Swords and Pens,Under Soil and Dirt,The Story So Far,2011-06-21,189360,46,0.000296,0.353,0.991,6.43e-06,0.255,-2.931,0.0822,186.026,0.47,4,1,1,spotify:track:3nkOMRS1p3f8KDJ7wR6SSr,2011
Rebel Girl,Rebel Girl,Angels & Airwaves,2019-04-30,226007,47,9.66e-05,0.582,0.946,0.00128,0.251,-3.801,0.034,124.987,0.806,4,0,1,spotify:track:1EEt3kxO1yZSZd13DqvT8f,2019
Gravity,F.E.A.R.,Papa Roach,2015-01-27,244448,59,0.00753,0.567,0.922,0.0,0.107,-3.896,0.21,85.968,0.635,4,1,1,spotify:track:4nrWU5PRlFJubLjahofpOU,2015
Life Less Frightening,Siren Song Of The Counter-Culture,Rise Against,2004-01-01,224013,45,0.0082,0.484,0.953,0.00627,0.162,-2.599,0.0637,180.198,0.226,4,1,1,spotify:track:27QBppG8UuQ8pRlbgIUPn4,2004
Gates of Hell,Collide and Conquer,Hunter Valentine,2012-10-22,171613,4,0.00035,0.43,0.898,2.98e-05,0.283,-6.074,0.0801,177.981,0.547,4,2,1,spotify:track:4u8yupokHFIdazVc0OLrmR,2012
Kiss & Tell,Kiss & Tell,Angels & Airwaves,2019-08-30,248165,48,0.00365,0.441,0.872,0.0,0.0819,-4.163,0.0551,170.014,0.258,4,2,1,spotify:track:2YZrjrLRMfGdyue73N6BLY,2019
Mt. Diablo,Under Soil and Dirt,The Story So Far,2011-06-21,249546,49,0.0033,0.459,0.989,0.000316,0.117,-3.003,0.162,175.938,0.428,3,4,1,spotify:track:7GlRo5A1UdV7pEFzd4O4OG,2011
Under The Knife,The Sufferer & The Witness,Rise Against,2006-01-01,165173,56,0.000608,0.573,0.984,2.57e-06,0.0356,-3.846,0.0653,104.334,0.502,4,10,0,spotify:track:7lg0XrvUawyMBRv13zwALu,2006
Bada Bing! Wit' a Pipe!,Rise or Die Trying,Four Year Strong,2007-09-18,201533,43,0.00579,0.428,0.953,0.0,0.241,-4.475,0.109,181.065,0.796,4,2,1,spotify:track:4CmMW6ll5Tzt4m4Mo5rM2v,2007
Gone,Shapeshifter,Knuckle Puck,2017-10-13,185419,52,0.000207,0.376,0.961,1.02e-05,0.111,-4.162,0.261,120.263,0.33,4,6,1,spotify:track:2MyUIH6eOOfzgxAEw8qz5R,2017
Small Talk,What You Don't See,The Story So Far,2013-03-26,163675,49,0.00111,0.329,0.978,0.0,0.334,-3.078,0.122,164.068,0.339,4,10,1,spotify:track:5b3aQxS5QzL2UazVO0GPXN,2013
Audience Of One - Ghost Note Symphonies,"The Ghost Note Symphonies, Vol.1",Rise Against,2018-07-27,248697,48,0.619,0.415,0.405,0.0,0.0969,-6.266,0.0296,159.779,0.372,4,1,1,spotify:track:2j6QH8Q3q3TFYHpOQvExiE,2018
Freelance,Outer Peace,Toro y Moi,2019-01-18,225893,1,0.014,0.975,0.475,0.0111,0.165,-7.067,0.123,115.009,0.867,4,9,0,spotify:track:1zbLpabwKzj404PWNEKtjL,2019
All I Want,What Separates Me From You,A Day To Remember,2010,202640,1,2.53e-05,0.342,0.981,0.0,0.343,-3.228,0.14,160.083,0.207,4,2,0,spotify:track:3imITUqEhkebNbOoS1yrWm,2010
Stifled,What You Don't See,The Story So Far,2013-03-26,132157,48,0.0029,0.44,0.966,0.0,0.371,-3.389,0.107,151.957,0.707,4,1,1,spotify:track:6oYrlIpki1tx3bnekZLgGZ,2013
Prayer Of The Refugee,The Sufferer & The Witness,Rise Against,2006-01-01,199386,69,0.00165,0.2,0.977,1.1e-05,0.259,-3.494,0.159,195.711,0.39,4,3,0,spotify:track:4OSbctVD37ycS0H3rwRm72,2006
Let's Go Out,B-Grade University,Alex Lahey,2016-07-29,190716,0,0.00557,0.542,0.965,0.0,0.174,-2.872,0.0665,131.003,0.435,4,0,1,spotify:track:58XTHjdXFk3N91F3IG1zvn,2016
Under Cover of Darkness,Angles,The Strokes,2011-03-21,235546,71,0.00433,0.35,0.775,0.283,0.0676,-3.364,0.054,199.866,0.588,4,11,1,spotify:track:6u0x5ad9ewHvs3z6u9Oe3c,2011
High Regard,Under Soil and Dirt,The Story So Far,2011-06-21,231653,51,0.000849,0.443,0.996,0.002,0.353,-2.994,0.0823,157.99,0.437,4,7,1,spotify:track:4nzZ4QWnSt8I3MJ39UfXdN,2011
Me First,Composure,Real Friends,2018-07-13,193280,57,0.000481,0.509,0.952,0.0,0.248,-3.924,0.043,95.083,0.655,4,5,1,spotify:track:72yApMP8fkW15lWdMjerBp,2018
Wes Anderson,B-Grade University,Alex Lahey,2016-07-29,250356,0,0.298,0.471,0.884,0.000112,0.217,-2.695,0.0289,153.931,0.293,4,4,1,spotify:track:5ioiddXYQo2A9qOgSfWnI1,2016
Architects,Endgame,Rise Against,2011-01-01,222626,55,0.000571,0.183,0.984,1.84e-05,0.288,-2.654,0.186,182.41,0.36,4,10,0,spotify:track:1O7oz3f9EuSeeX0J7t5z6J,2011
Roam,Under Soil and Dirt,The Story So Far,2011-06-21,174573,54,0.000569,0.507,0.995,1.28e-05,0.0686,-2.355,0.0829,123.889,0.219,4,4,1,spotify:track:5vjR4LUikpN6LhpxRWK6k2,2011
Echoes (Carry On),Adornment,Grayscale,2017-05-05,200106,32,0.000616,0.473,0.938,1.18e-05,0.311,-2.681,0.0469,148.024,0.725,4,1,1,spotify:track:3z5CXbIxapwo4rvUSFrvBb,2017
Wasted,Playmate Of The Year,zebrahead,2000-10-17,234160,20,0.00321,0.403,0.92,0.0678,0.17,-6.088,0.108,168.139,0.492,4,4,1,spotify:track:5u7nBaUyPZY6QHkWF6Bn0U,2000
Nothing's Wrong,The Finer Things,State Champs,2013-10-08,205675,38,0.00122,0.439,0.994,0.0,0.0828,-1.733,0.0685,94.99,0.368,4,8,1,spotify:track:4DZpxJtsCqrxeGCIOOqWkC,2013
Heavy Gloom,The Story So Far,The Story So Far,2015-05-18,169960,54,0.000694,0.521,0.96,0.0,0.242,-2.624,0.085,101.954,0.36,4,6,1,spotify:track:5YESYAHcr5GpjheBegwFd4,2015
Everything's Magic,I-Empire,Angels & Airwaves,2007-01-01,231413,57,6.54e-05,0.409,0.933,5.17e-05,0.147,-3.3,0.0458,216.02,0.859,4,0,1,spotify:track:3I7IGPFe0DoNXZI9JDYa5P,2007
She Got Arrested,Say It Out Loud,The Interrupters,2016-06-24,205723,55,0.0165,0.623,0.917,2.57e-05,0.0915,-3.108,0.0533,91.477,0.927,4,10,1,spotify:track:2MWC3IWfhh3IteOUPbtogB,2016
Ready To Let Go,Ready To Let Go,Cage The Elephant,2019-01-31,187973,53,0.0109,0.72,0.893,2.52e-05,0.0729,-3.279,0.0376,100.96,0.795,4,1,1,spotify:track:2QoDAlMnML5haTXvYRS86X,2019
Right Here,What You Don't See,The Story So Far,2013-03-26,155312,46,0.000715,0.386,0.975,0.0,0.37,-4.028,0.14,165.984,0.391,4,8,1,spotify:track:3IKqn2ouAcqt2ZtLjkhb8h,2013
Heaven,I-Empire,Angels & Airwaves,2007-01-01,398560,43,0.000818,0.498,0.94,0.00384,0.45,-5.479,0.07,145.104,0.314,4,9,1,spotify:track:4ju3kQDIqNvWkmRParus3q,2007
Bloom,What We're Missing,Grayscale,2016-02-12,195833,0,0.0044,0.454,0.975,2.79e-06,0.3,-3.12,0.0943,156.042,0.569,4,2,1,spotify:track:6q5UG21Q5c4z2SPaRS4idy,2016
Fading,Outer Peace,Toro y Moi,2019-01-18,197146,0,0.0617,0.739,0.666,0.164,0.0934,-8.169,0.21,122.144,0.666,4,1,0,spotify:track:4RKXPNzSNfrlgcCrksmauL,2019
The Glass,What You Don't See,The Story So Far,2013-03-26,167888,51,5.98e-05,0.329,0.986,0.0,0.098,-4.0,0.0961,195.984,0.364,4,1,1,spotify:track:5VJswDideMXmSWulPBx3LA,2013
The Wolfpack,The Dream Walker,Angels & Airwaves,2014-12-09,233659,42,0.00123,0.362,0.881,0.476,0.184,-4.249,0.0431,168.025,0.445,4,0,1,spotify:track:6QonLH4JR5jpbLRKGAiTXc,2014
Hungry Hippo,Whack World,Tierra Whack,2018-05-30,60000,65,0.0227,0.893,0.61,0.00744,0.102,-5.691,0.0488,136.64,0.778,4,4,0,spotify:track:0WpDeBJ22LcwF4QoERQOTv,2018
Calling All Skeletons,Damnesia,Alkaline Trio,2011-07-12,211053,33,0.0156,0.609,0.794,0.0,0.106,-6.482,0.0429,131.935,0.703,4,1,1,spotify:track:018pviJYXwS1A3UT50PPnG,2011
Daughters,Under Soil and Dirt,The Story So Far,2011-06-21,186786,48,5.31e-05,0.355,0.994,0.00187,0.354,-2.947,0.131,167.972,0.19,4,7,1,spotify:track:3r4AXS0FZZX2cG7SPUSTpy,2011
Had Ten Dollaz,Had Ten Dollaz,Cherry Glazerr,2014-10-28,252139,0,0.00189,0.554,0.749,0.39,0.124,-7.365,0.0266,168.045,0.823,4,10,1,spotify:track:5n4FL8FgHZQaJ2GuwMN9F8,2014
Gotta Get Out,Rise or Die Trying (10 Year Anniversary Edition),Four Year Strong,2017-09-08,182413,27,0.000351,0.403,0.919,0.0,0.502,-7.847,0.066,193.076,0.872,4,7,1,spotify:track:4jUv1QgsB8Dq5BBRUFGF5n,2017
Every Day's the Weekend,I Love You Like a Brother,Alex Lahey,2017-10-06,190674,0,0.00391,0.464,0.939,0.0038,0.261,-4.189,0.0436,182.106,0.86,4,4,1,spotify:track:3lLpxXl6wEgqww7gdb6RPz,2017
All Downhill From Here,Catalyst,New Found Glory,2004-05-18,192426,61,8.31e-05,0.428,0.934,0.000431,0.108,-4.061,0.0926,167.988,0.724,4,9,1,spotify:track:5dpDrUG52yI3s1AQRlaypA,2004
Mock,The Story So Far,The Story So Far,2015-05-18,210213,46,0.000435,0.366,0.951,7.03e-05,0.724,-3.649,0.165,176.949,0.18,4,1,1,spotify:track:6xGB29R6gLQk8AKHfmdnxj,2015
Title Holder,Fight the Good Fight,The Interrupters,2018-06-29,161680,49,0.000618,0.429,0.991,0.104,0.368,-4.03,0.207,176.058,0.645,4,11,1,spotify:track:5dt0dBcBTgGb7Gt5hNTG91,2018
Far From Perfect - Ghost Note Symphonies,"The Ghost Note Symphonies, Vol.1",Rise Against,2018-07-27,233553,49,0.423,0.393,0.45,1.22e-06,0.12,-5.438,0.0246,96.482,0.193,4,6,1,spotify:track:5k1pZ19vT32fzCSeqRL26v,2018
Forever Yours,Adornment,Grayscale,2017-05-05,257693,59,0.0891,0.402,0.617,0.0,0.117,-4.934,0.0306,76.097,0.52,4,1,1,spotify:track:2fWRRecCCnzAE4gLBUjz8M,2017
Apocalypse Dreams,Lonerism,Tame Impala,2012-01-01,356946,62,0.249,0.496,0.929,0.131,0.0677,-2.279,0.0503,127.998,0.267,4,8,1,spotify:track:7qU7vhCPKhkDiJYGoboISc,2012
Godspeed,Cities,Anberlin,2007-01-01,182920,53,5.35e-05,0.4,0.971,8.4e-05,0.101,-4.82,0.0776,176.09,0.384,4,8,1,spotify:track:6YRzgyDwvfAaqqSNgWhttU,2007
House On Fire,Wolves,Rise Against,2017-06-09,194506,56,0.00155,0.427,0.95,0.0,0.459,-2.187,0.0886,169.006,0.592,4,11,1,spotify:track:4c75xeSteTcgSSxRtsKqOJ,2017
