name,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,time_signature,key,mode,uri,release_year
A Certain Romance,"Whatever People Say I Am, That's What I'm Not",Arctic Monkeys,2006-02-21,331200,0,0.000518,0.45,0.884,3.79e-05,0.127,-5.565,0.039,137.957,0.224,4,11,1,spotify:track:6nIULYFf3gvcoaOHBLqCNU,2006
Like Dylan in the Movies,If You’re Feeling Sinister,Belle and Sebastian,1996,254360,0,0.336,0.508,0.441,0.000144,0.164,-12.643,0.0279,157.674,0.638,4,1,0,spotify:track:72NzeuAsP5Z5gehXmQCWfj,1996
Bushwick Blues,History from Below,Delta Spirit,2010-01-01,220266,47,0.041,0.471,0.824,0.44,0.191,-6.827,0.0488,149.01,0.64,4,1,1,spotify:track:0xV0YnO4o2D6vsj4OrFuxY,2010
Wet Dreamz,2014 Forest Hills Drive,J. Cole,2014-12-09,239320,57,0.0751,0.517,0.705,0.0,0.128,-8.205,0.364,175.906,0.584,4,6,0,spotify:track:6Ius4TC0L3cN74HT7ENE6e,2014
Tears Dry On Their Own,Back To Black,Amy Winehouse,2006-10-27,185186,66,0.491,0.643,0.871,0.0,0.29,-2.734,0.118,121.569,0.452,4,1,0,spotify:track:6yLX8QnxlnEqZfs3YKCfjF,2006
Stray Cat Strut,Built For Speed,Stray Cats,1982-01-01,198000,55,0.0957,0.679,0.609,0.00113,0.0474,-9.482,0.0347,132.467,0.695,4,0,0,spotify:track:5yogRsv5ggT6iCnFgvdpho,1982
So Good at Being in Trouble,II (Deluxe Edition),Unknown Mortal Orchestra,2013-10-22,230146,2,0.0363,0.829,0.435,0.878,0.119,-10.136,0.0515,103.816,0.594,4,0,1,spotify:track:0LPODKihyn7XCxFevkE3KY,2013
My Head Hurts,V,Wavves,2015-10-02,169520,45,8.97e-05,0.479,0.93,1.3e-06,0.111,-5.207,0.0614,110.021,0.387,4,0,1,spotify:track:2cP8RV40nIufHrVQRWwnkG,2015
Demon Dance,Pythons (Deluxe Version),Surfer Blood,2013-06-11,194186,0,0.000132,0.496,0.832,0.824,0.224,-3.457,0.0321,122.037,0.57,4,2,1,spotify:track:59LwZvfjcbHs90huzN7j1r,2013
Judy and the Dream of Horses,If You’re Feeling Sinister,Belle and Sebastian,1996,220506,0,0.249,0.536,0.414,0.0,0.115,-9.608,0.0563,132.771,0.839,4,9,1,spotify:track:0oR3QjDrIWqv0wO7025cGY,1996
What You Were,Portamento,The Drums,2011-09-06,195279,42,0.169,0.621,0.829,0.495,0.32,-5.466,0.025,105.072,0.235,4,7,1,spotify:track:2WETO8PgRIdYLW4zz8xjnD,2011
Amy Amy Amy,Frank,Amy Winehouse,2003-10-20,254727,10,0.0336,0.715,0.552,7.6e-05,0.0823,-8.307,0.244,80.031,0.618,4,0,1,spotify:track:34KK0fqan3lVBARoPSFCrX,2003
Eleanor Rigby - Remastered 2009,Revolver (Remastered),The Beatles,1966-08-05,126533,73,0.936,0.581,0.28,1.56e-05,0.305,-9.091,0.0381,137.831,0.813,4,4,0,spotify:track:5GjPQ0eI7AgmOnADn1EO6Q,1966
Take It Easy,Astro Coast,Surfer Blood,2010-01-19,236693,0,0.372,0.673,0.746,0.00299,0.264,-6.593,0.0268,132.965,0.773,4,2,1,spotify:track:5oCyqEmLWOF3dDOtAr0fhU,2010
It's Real,Days,Real Estate,2011-10-18,168493,0,0.00928,0.419,0.856,0.0964,0.124,-5.443,0.0298,152.009,0.721,4,2,1,spotify:track:1AdzdEpJUgfAjEoawncljQ,2011
Peoples,Like Wind Blows Fire,Cheers Elephant,2012-05-08,199373,40,0.247,0.639,0.767,9.66e-05,0.332,-6.195,0.0366,125.031,0.643,4,4,1,spotify:track:2C8Xjk2DrEywKBfBb7ITZK,2012
Out in the Way (feat. Wild Nothing),What a Pleasure,Beach Fossils,2011-03-08,232007,0,0.00117,0.541,0.786,0.912,0.225,-6.731,0.0274,133.009,0.744,4,11,1,spotify:track:46Q055p0kvvoeIcM9iXzVP,2011
The Glitzy Hive,Vega Intl. Night School,Neon Indian,2015-10-16,231442,0,0.131,0.596,0.942,0.0027,0.446,-5.392,0.176,108.024,0.68,4,9,0,spotify:track:36jSYX897AjFoqcmosvXRf,2015
In My Life - Remastered 2009,Rubber Soul (Remastered),The Beatles,1965-12-03,146333,76,0.449,0.688,0.435,0.0,0.113,-11.359,0.0323,103.239,0.435,4,9,1,spotify:track:3KfbEIOC7YIv90FIfNSZpo,1965
Why Won't They Talk To Me?,Lonerism,Tame Impala,2012-01-01,286093,63,0.553,0.516,0.871,0.0282,0.0841,-5.21,0.0503,129.946,0.17,4,7,1,spotify:track:6IM45SqAURH6PrvziDs1RQ,2012
Heartbeat,Camp,Childish Gambino,2011-01-01,269840,0,0.00545,0.8,0.569,0.000319,0.0542,-6.843,0.119,119.954,0.325,4,1,0,spotify:track:3HooZZPp0evFShqaJ2Pwer,2011
Next Year - RAC Remix,Next Year,Two Door Cinema Club,2013-01-01,286093,0,0.28,0.731,0.736,0.0,0.0913,-6.498,0.0478,123.056,0.392,4,7,1,spotify:track:5SL5AexE9va7cP6s0B9E4m,2013
Wouldn't It Be Nice - Mono / Remastered,Pet Sounds (Original Mono & Stereo Mix Versions),The Beach Boys,1966-06-16,145800,57,0.725,0.396,0.686,1.04e-06,0.17,-5.607,0.0341,124.318,0.717,4,5,1,spotify:track:2CQRYn5cTD2B9a1ONjhTN2,1966
No Role Modelz,2014 Forest Hills Drive,J. Cole,2014-12-09,292986,63,0.301,0.692,0.521,0.0,0.0565,-8.465,0.33,100.45,0.463,4,10,0,spotify:track:62vpWI1CHwFy7tMIcSStl8,2014
Poetic Justice,"good kid, m.A.A.d city (Deluxe)",Kendrick Lamar,2012,300160,76,0.157,0.779,0.572,0.0,0.246,-9.985,0.378,135.956,0.647,4,6,0,spotify:track:2P3SLxeQHPqh8qKB6gtJY2,2012
Down By the Water,Hardcore Henry (Original Motion Picture Soundtrack & Score),Various Artists,2016-04-08,206213,0,0.558,0.5,0.382,0.0,0.18,-10.531,0.0243,80.064,0.271,4,10,0,spotify:track:0cKzyLoY3dz8mqO9cNqoLW,2016
"There, There",Hail To the Thief,Radiohead,2003,323600,0,0.0193,0.614,0.677,0.518,0.108,-8.317,0.0323,126.477,0.717,4,9,0,spotify:track:77SPrxY5gn6VPrKPGrfLnM,2003
Drop The Game,Lockjaw,Flume,2013-11-22,221894,0,0.592,0.559,0.67,0.000184,0.171,-4.985,0.0474,78.957,0.438,4,7,1,spotify:track:150zGw0P2EJccYJKnFIler,2013
The Next Time Around,Little Joy (US Edition),Little Joy,2008-11-04,156946,0,0.844,0.748,0.605,0.0711,0.128,-7.987,0.0316,120.019,0.964,4,10,1,spotify:track:6sT8KTifge2F0lcdtyDkDa,2008
White Winter Hymnal,Fleet Foxes,Fleet Foxes,2008-06-03,147026,0,0.437,0.629,0.534,3.33e-06,0.328,-9.054,0.0267,124.964,0.649,4,6,0,spotify:track:1Er5JMNcguoBMFXxwZ7BWH,2008
Me and the Moon,The Drums,The Drums,2010-06-04,192560,0,0.000423,0.503,0.958,0.00394,0.123,-4.943,0.037,169.981,0.793,4,0,1,spotify:track:7kO1IkcRZ81xNUhzclqnPy,2010
Bonfire,Camp,Childish Gambino,2011-01-01,192946,0,0.0627,0.508,0.763,0.0,0.347,-5.674,0.303,161.59,0.275,4,1,1,spotify:track:4zGvb8hxGLB2jEPRFiRRqw,2011
Sleepwalking,Monomania,Deerhunter,2013-05-06,188313,0,0.0121,0.47,0.881,0.000247,0.198,-4.762,0.0315,134.152,0.445,4,9,1,spotify:track:1P1qMA4PJGGsP9Mugyo9GA,2013
Mykonos,Sun Giant,Fleet Foxes,2008-02-28,275306,0,0.395,0.3,0.452,0.000818,0.137,-9.298,0.0305,82.988,0.342,4,11,1,spotify:track:18ycL9Q5zLDeY9M2Lr3Ozw,2008
All Of The Lights,My Beautiful Dark Twisted Fantasy,Kanye West,2010-11-22,299613,81,0.0796,0.531,0.803,1.71e-05,0.176,-3.284,0.0717,142.113,0.221,4,1,1,spotify:track:22L7bfCiAkJo5xGSQgmiIO,2010
Green Eyes,King Of The Beach,Wavves,2010-07-13,229813,0,0.00141,0.407,0.786,0.0,0.147,-5.324,0.0559,142.795,0.288,4,6,1,spotify:track:2sKV0Y0BOG4TJdlMJUqoTq,2010
While I'm Alive,Miracle Mile,STRFKR,2013-02-12,230053,56,0.0538,0.706,0.69,0.465,0.281,-5.538,0.0308,100.002,0.81,4,9,0,spotify:track:6wtcxwSJs82tpdeIoj93LF,2013
He Can Only Hold Her,Back To Black,Amy Winehouse,2006-10-27,164880,53,0.0262,0.651,0.835,0.00685,0.056,-4.311,0.0649,98.411,0.692,4,6,0,spotify:track:0sSdFMuYrn3N9moumV466B,2006
Mermaid Song,Nico & Her Psychedelic Subconcious,Mr. Elevator,2013-10-23,195626,38,0.388,0.529,0.553,0.893,0.225,-11.608,0.0459,109.023,0.302,4,8,0,spotify:track:4Jn9oI57q4Cktxux5lmXJy,2013
Talk Is Cheap,Built on Glass,Chet Faker,2014-04-15,218553,0,0.465,0.652,0.583,0.000208,0.146,-8.52,0.173,140.024,0.46,4,0,0,spotify:track:3KfT22UTvoN3Cpg6dujW2F,2014
Do You Want To Know A Secret - Remastered 2009,Please Please Me (Remastered),The Beatles,1963-03-22,117013,65,0.608,0.673,0.349,0.0,0.38,-12.414,0.0368,124.451,0.609,4,4,1,spotify:track:7Aobt67JnaF7qN8jCCKvHq,1963
Freezer Burn,Radius,Allen Stone,2015-05-26,163994,0,0.0218,0.624,0.643,0.0,0.624,-4.795,0.0769,104.839,0.656,4,10,0,spotify:track:2ld0ZB7dZZzlSSmv6jbrxU,2015
Deadbeat Summer,Mind Ctrl: Psychic Chasms Possessed,Neon Indian,2010-09-28,242706,0,0.00953,0.635,0.664,0.00045,0.0788,-5.629,0.23,120.015,0.707,4,0,1,spotify:track:7jmw3ZRFlPbmDJHJoBA0iL,2010
"Ocean - Live At Red Rocks, CO/2010","Live At Red Rocks (Live At Red Rocks, CO/2010)",John Butler Trio,2011-01-01,726946,0,0.516,0.24,0.518,0.913,0.631,-6.7,0.0299,99.958,0.111,4,4,1,spotify:track:2n8NfFybmE3TktpWRhVOxt,2011
"I'll Try Anything Once - Live From Electric Lady Studios for WRXP, New York",Live From Electric Lady Studios/WRXP New York,Julian Casablancas,2010-03-26,203666,54,0.827,0.521,0.446,0.000102,0.343,-7.696,0.0354,113.78,0.33,4,0,1,spotify:track:1k4OsQujxXPLij0ZsTFlMx,2010
Smiling,Underneath the Rainbow (Bonus Track Version),Black Lips,2014-03-17,130973,0,0.00139,0.409,0.877,0.0,0.12,-5.112,0.0522,170.275,0.658,4,9,1,spotify:track:6NPQ1tA6EYzuKM7Z9M7FkE,2014
Someday,Hung At Heart,The Growlers,2013-01-23,215780,0,0.953,0.402,0.772,0.86,0.172,-4.578,0.0394,156.116,0.748,4,10,1,spotify:track:5uplevkaUGRLExATEbSQiR,2013
Whistle For The Choir,Costello Music,The Fratellis,2007-01-01,215853,57,0.0489,0.599,0.691,0.0,0.0835,-4.571,0.0301,131.578,0.729,4,4,1,spotify:track:3jp7Ryj1sX3riA7NQaVlLd,2007
Shoot the Poets,"Men's Needs, Women's Needs, Whatever",The Cribs,2007-05-12,207160,17,0.639,0.616,0.549,0.157,0.374,-8.265,0.0364,128.545,0.535,4,1,1,spotify:track:3tjKKzxMMv7oMVdwcc21u6,2007
Salad Days,Salad Days,Mac DeMarco,2014-04-01,145893,7,0.0876,0.43,0.771,0.0239,0.121,-7.176,0.0375,201.001,0.772,4,5,1,spotify:track:4keAoywVf4jxRvXU7ON0hV,2014
Level,Broken Boy Soldiers,The Raconteurs,2006,141133,0,0.112,0.566,0.673,0.237,0.124,-9.631,0.0546,73.415,0.311,4,1,1,spotify:track:2e8gFGRrRxFwOB9uVS3uzm,2006
Chloroform,Bankrupt!,Phoenix,2013-01-01,244813,0,0.00242,0.329,0.733,0.0103,0.0812,-7.164,0.0345,137.657,0.317,4,0,1,spotify:track:4VJW5Aj2hBZx95JVi6AzNN,2013
Santa Fe,The Rip Tide,Beirut,2011-08-30,254386,0,0.307,0.728,0.671,0.00574,0.109,-6.772,0.027,131.72,0.959,4,11,1,spotify:track:6c9t15M38cWxyt3uLnLfD8,2011
This Charming Man - 2011 Remaster,The Smiths,The Smiths,1984-02-20,162920,78,0.00509,0.611,0.846,0.0,0.0784,-5.9,0.0436,103.912,0.751,4,11,1,spotify:track:1FvDJ9KGxcqwv1utyPL3JZ,1984
She Knows (feat. Amber Coffman & Cults),Born Sinner,J. Cole,2013-06-14,296520,0,0.0192,0.766,0.739,0.0794,0.229,-10.364,0.0805,118.005,0.185,4,1,1,spotify:track:282L6SR4Y8Rs0VUgtEy1Zw,2013
Shiver,Songs About Jane,Maroon 5,2002-06-25,179773,51,0.0421,0.625,0.925,0.0,0.865,-4.435,0.342,172.017,0.515,4,0,1,spotify:track:3T35D5r5tkO6c1KzZ0HCBr,2002
Castles Made of Sand,Axis: Bold As Love,Jimi Hendrix,1967-12-01,168920,65,0.504,0.461,0.714,0.0171,0.684,-9.159,0.313,94.372,0.454,4,11,0,spotify:track:3qebSLgUwaEqbwCM5sj5Kh,1967
Humdrum Blues,Gilded Pleasures,The Growlers,2013-11-12,217110,0,0.265,0.586,0.563,0.0,0.391,-8.999,0.0282,124.41,0.809,4,6,1,spotify:track:7o92hC8iwDPLz0k2auVWOx,2013
Spaceman,Day & Age,The Killers,2008-11-18,284546,0,0.00198,0.517,0.918,0.000677,0.123,-3.957,0.059,151.979,0.83,4,4,1,spotify:track:5ubUprLRov5UPDCS2UP4cb,2008
I'm Writing a Novel,Fear Fun,Father John Misty,2012-05-01,215146,0,0.108,0.583,0.886,1.18e-05,0.109,-4.027,0.0344,165.016,0.853,4,5,1,spotify:track:7irbGDuFQ1kzimoztuDkRp,2012
Heart Attack,V,Wavves,2015-10-02,164333,26,0.00101,0.511,0.943,4.76e-05,0.33,-4.49,0.0664,145.984,0.427,4,9,1,spotify:track:639CpVv2mwGqQqsmhsBaDL,2015
I Need A Doctor,Portamento,The Drums,2011-09-06,256423,30,0.0264,0.516,0.899,0.562,0.0979,-7.097,0.0405,169.968,0.801,4,2,1,spotify:track:2g4ZXkvmMzYDkYUBLgZNow,2011
NOBO,Wayne Interest,Tijuana Panthers,2014-06-03,247389,0,0.0571,0.398,0.776,0.0172,0.303,-7.388,0.0374,110.815,0.686,4,9,0,spotify:track:3rpeQHh64aEd2KQyetRozW,2014
Atop a Cake,Alvvays,Alvvays,2014-07-22,199573,50,0.334,0.284,0.837,0.51,0.346,-3.864,0.0529,167.393,0.457,4,4,1,spotify:track:2d4VlnTyBVserhtyH3b9BZ,2014
IV. Sweatpants,Because The Internet,Childish Gambino,2013-01-01,180680,0,0.169,0.644,0.479,0.0,0.639,-8.352,0.177,79.929,0.612,4,4,1,spotify:track:2rmq49FcJ4U3wh1Z7C9UxE,2013
Black Night,No Color,The Dodos,2011-03-15,262012,23,0.00215,0.496,0.925,0.105,0.661,-6.42,0.0615,91.076,0.396,4,1,0,spotify:track:2HKKXe522Qp3CPIcApr7gI,2011
From The Ritz To The Rubble,"Whatever People Say I Am, That's What I'm Not",Arctic Monkeys,2006-02-21,195426,0,0.0015,0.221,0.885,0.0,0.307,-5.147,0.0426,181.814,0.666,4,11,0,spotify:track:461WAEffilERvn5TTGXvct,2006
New Slang,"Oh, Inverted World",The Shins,2001-06-19,231173,3,0.605,0.669,0.389,0.16,0.0905,-11.547,0.0306,130.015,0.649,4,0,1,spotify:track:5oUV6yWdDM0R9Q2CizRhIt,2001
The Dream,Carrion Crawler / The Dream,Thee Oh Sees,2011-11-08,412040,51,1.7e-05,0.162,0.959,0.475,0.245,-5.286,0.132,193.174,0.39,4,0,0,spotify:track:1JdweBSkJMLjnNW6LzmXJ8,2011
Annie,Vega Intl. Night School,Neon Indian,2015-10-16,242187,0,0.0233,0.738,0.849,0.0317,0.309,-6.246,0.0822,95.987,0.872,4,2,1,spotify:track:2piVjJGJ8CQoX6eKH53A5T,2015
Mess Around,Tell Me I'm Pretty,Cage The Elephant,2015-12-18,173173,64,0.0119,0.423,0.931,0.00104,0.629,-5.225,0.0539,150.385,0.61,4,11,0,spotify:track:0X0Lz7LwpiIWcdGqVWaxXD,2015
Left Hand Free - Lido Remix,Left Hand Free (Lido Remix),alt-J,2014-10-27,250214,45,0.0726,0.757,0.697,0.000367,0.0733,-6.091,0.0386,101.972,0.436,4,5,0,spotify:track:0iIY7S7uiEYC9TvVaWZHV3,2014
Backseat Freestyle,"good kid, m.A.A.d city (Deluxe)",Kendrick Lamar,2012,212653,73,0.000739,0.546,0.651,0.0,0.235,-7.601,0.3,77.878,0.646,4,1,1,spotify:track:3aGibUHhQyBsyumYHylw0K,2012
Simple Song,Port Of Morrow,The Shins,2012-03-16,255400,65,0.0133,0.546,0.878,0.0,0.135,-5.137,0.0525,119.945,0.35,4,7,1,spotify:track:48bo7uexDvAThcRDvEB2W7,2012
I Wish,Songs In The Key Of Life,Stevie Wonder,1976-09-28,252373,0,0.0845,0.826,0.718,5.44e-06,0.0652,-10.388,0.0555,105.857,0.884,4,10,0,spotify:track:74MfBIVOVHzQiJqfJ1dgTo,1976
Illume,International,Lust For Youth,2014-06-10,158199,0,0.391,0.608,0.964,0.316,0.154,-3.133,0.0528,110.983,0.696,4,9,1,spotify:track:1iGTfa7ktTIzQywxUnnP3n,2014
Revival,Halcyon Digest,Deerhunter,2010-09-27,133666,0,0.0263,0.655,0.805,0.00542,0.28,-6.493,0.0335,119.029,0.701,4,6,1,spotify:track:30wvVTkqA4Fp5ZCG0xGof7,2010
40oz. On Repeat,Too,FIDLAR,2015-09-04,233026,0,0.000464,0.56,0.955,0.000524,0.457,-2.38,0.0953,120.008,0.373,4,2,1,spotify:track:1xUdGT0KCioWFva7DCVEBB,2015
Rise and Shine,Cole World: The Sideline Story,J. Cole,2011-09-23,274960,0,0.0551,0.425,0.768,0.0,0.19,-5.969,0.272,81.337,0.274,4,9,1,spotify:track:6z1z7D2WcyVWkRAr2UVbt5,2011
Constant Headache,Joyce Manor,Joyce Manor,2011-01-11,184306,0,0.0431,0.412,0.894,0.0,0.258,-4.376,0.13,98.829,0.471,4,11,1,spotify:track:4eiF0SvfWi0Y78HyIOaQCZ,2011
(Sittin' On) the Dock of the Bay,The Dock of the Bay,Otis Redding,1968-02-23,166826,66,0.724,0.484,0.312,1.65e-06,0.0601,-13.522,0.0535,205.981,0.598,4,2,1,spotify:track:4Y4Gd3ty8uut6Qw43c7yJc,1968
