name,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,time_signature,key,mode,uri,release_year
blood (feat. KennyHoopla & JUDGE),Trauma Factory,"nothing,nowhere.",2021-02-19,158429,63,0.0379,0.614,0.817,3.95e-06,0.146,-4.588,0.144,81.009,0.842,4,4,0,spotify:track:5pChG5dPjvpYCEeChn5vmM,2021
PILL BREAKER (feat. blackbear & Machine Gun Kelly),Pegasus: Neon Shark vs Pegasus Presented By Travis Barker (Deluxe),Trippie Redd,2021-02-19,177058,68,0.016,0.527,0.79,0.0,0.37,-6.268,0.0788,153.034,0.236,3,2,1,spotify:track:7jjnn6K7p5MgOFuqLypAcM,2021
Stay Away (feat. Machine Gun Kelly & Goody Grace),Stay Away (feat. Machine Gun Kelly & Goody Grace),MOD SUN,2020-04-24,151890,71,0.022,0.667,0.636,0.0,0.0908,-5.669,0.082,158.058,0.152,4,8,1,spotify:track:00okrW9OfjmG0PZJSY3fJd,2020
Choose Life,The Breakfast Club (Deluxe Edition),POORSTACY,2020-07-24,129339,61,0.00364,0.548,0.967,0.0,0.461,-2.759,0.0898,105.949,0.526,4,1,0,spotify:track:64bFcGOGHhAtNtYzneEDJV,2020
Prom Queen,Prom Queen,Beach Bunny,2018-08-10,136562,82,0.000391,0.528,0.797,0.011,0.14,-7.487,0.0485,143.785,0.751,4,4,1,spotify:track:6MpCaSIOfqBqbMED4kXgNY,2018
Cat's Cradle,I Won't Care How You Remember Me,Tigers Jaw,2021-03-05,156089,40,0.00187,0.426,0.967,0.0,0.229,-3.047,0.0459,160.967,0.648,4,1,1,spotify:track:6Wrt1iG9AKqkavwSXh1aNz,2021
Never Get Away,Never Get Away,LiL Lotus,2019-07-15,217142,40,0.0192,0.596,0.785,0.0,0.125,-6.896,0.0455,168.037,0.411,4,10,1,spotify:track:4I2OzZX4LjwlTOVGACuyFr,2019
Idea/Intent,Warm Blood,The Beths,2018-04-09,160080,0,0.0567,0.204,0.826,7.7e-06,0.114,-6.916,0.0623,183.217,0.434,4,0,1,spotify:track:2KMKj43D4tL6e6hQFCojsk,2018
April,Honeymoon,Beach Bunny,2020-02-14,198419,58,0.000299,0.549,0.836,0.0603,0.197,-3.261,0.032,118.043,0.745,4,9,1,spotify:track:7l94AyvXRwnQgKccUU3PRN,2020
Kyoto,Punisher,Phoebe Bridgers,2020-06-18,184524,8,0.0488,0.599,0.742,0.32,0.0916,-6.886,0.0419,131.014,0.493,4,11,1,spotify:track:49UDOG8DoBajXTJSTqfRMg,2020
Bones,Internet Killed The Rockstar,MOD SUN,2021-02-12,169680,59,0.0898,0.515,0.636,0.0,0.173,-5.556,0.0349,125.015,0.124,4,4,1,spotify:track:3XdTm1GS0JrdR3qnf3503e,2021
Dying to Believe,Jump Rope Gazers,The Beths,2020-07-10,214250,0,0.00237,0.457,0.67,5.14e-05,0.436,-12.679,0.098,177.975,0.567,4,9,1,spotify:track:47oZ0qG4QF9IFi0h3ywgww,2020
Colorblind,Honeymoon,Beach Bunny,2020-02-14,145969,50,0.000331,0.632,0.76,9.2e-05,0.27,-4.163,0.0307,124.001,0.641,4,2,1,spotify:track:2QTm6M1HG0MUUzZ8P7DxdV,2020
DRUGS,GLOING PAIN$,lil aaron,2016-10-31,116413,69,0.000715,0.475,0.776,0.0,0.597,-4.745,0.039,165.088,0.561,4,0,1,spotify:track:5UShsJdqJLZkl5JNj1ITlP,2016
Eighties,Sapphire,Landon Cube,2020-12-04,106378,63,0.0163,0.495,0.79,0.0,0.52,-3.116,0.221,184.742,0.623,4,4,1,spotify:track:4FtZXSr2f2ztG5y69d3cNm,2020
gone girl,Industry Plant,iann dior,2019-11-08,136568,75,0.162,0.677,0.714,0.0,0.0717,-5.637,0.0287,94.956,0.355,4,11,1,spotify:track:3iH29NcCxYgI5shlkZrUoB,2019
Dream Boy,Honeymoon,Beach Bunny,2020-02-14,141396,59,0.00369,0.677,0.888,0.000854,0.144,-3.435,0.0298,126.013,0.538,4,7,1,spotify:track:2GpMgj0f0OTnPN04cFbs5f,2020
Dirty Bombs,Dirty Bombs,Grayscale,2021-07-22,185333,0,0.0143,0.549,0.891,1.32e-05,0.366,-3.113,0.0376,104.99,0.608,4,4,1,spotify:track:2DQnWrtXumsWvsJvGagbAr,2021
can't look back,Tickets To My Downfall (SOLD OUT Deluxe),Machine Gun Kelly,2020-09-29,130312,66,0.158,0.605,0.711,0.0,0.109,-3.592,0.0353,128.151,0.408,4,8,0,spotify:track:0SrNeyEck4arq4ASwjcq0H,2020
Where Were You,girlfriends,girlfriends,2020-10-23,147783,54,0.00747,0.524,0.828,0.0,0.111,-4.857,0.0419,92.08,0.47,4,2,1,spotify:track:48TOBnXCJflD489lnehfE3,2020
Good Girls (Don’t Get Used),Good Girls (Don’t Get Used),Beach Bunny,2020-11-30,215402,67,0.0178,0.667,0.901,0.000667,0.0825,-4.221,0.0514,150.015,0.714,4,8,1,spotify:track:2yKNCN7jsi5XtwJL5jBG1z,2020
Crash and Burn,PARANOIA,Maggie Lindemann,2021-01-22,159636,64,0.00142,0.463,0.836,0.0,0.342,-2.224,0.0419,169.916,0.379,4,7,1,spotify:track:4wFK5ESRSBrmVDjOkOSa7g,2021
Tonight (feat. iann dior),Tonight (feat. iann dior),jxdn,2020-10-21,135572,1,0.00358,0.501,0.633,0.0,0.351,-6.56,0.0466,165.029,0.463,4,5,1,spotify:track:6Tsro9u5bnTJxFjuzuNA7R,2020
Jessica,girlfriends,girlfriends,2020-10-23,147502,62,0.00505,0.506,0.858,0.0,0.178,-4.562,0.0891,175.068,0.31,4,1,0,spotify:track:6yxywHX0rto296j9LsM3Pt,2020
kiss kiss,Tickets To My Downfall (SOLD OUT Deluxe),Machine Gun Kelly,2020-09-29,138097,61,0.000279,0.569,0.85,0.0,0.337,-5.134,0.055,162.061,0.769,4,1,1,spotify:track:26gSBcw01jGFdkbWY5Plei,2020
Coffee at Midnight,Coffee at Midnight,Stand Atlantic,2017-06-26,224866,59,0.000136,0.393,0.953,0.0,0.861,-3.492,0.169,176.938,0.634,4,6,1,spotify:track:0O5WAeW9fQb0E1sKUi5QZt,2017
Kilby Girl,When We Were Friends,The Backseat Lovers,2019-01-27,282205,83,0.0578,0.329,0.444,0.0352,0.113,-9.973,0.0417,162.279,0.225,4,1,1,spotify:track:1170VohRSx6GwE6QDCHPPH,2019
Daylily,Feel Something,Movements,2017-10-20,208853,67,0.00195,0.565,0.778,0.00129,0.156,-5.475,0.028,104.067,0.421,4,2,1,spotify:track:6AgtouHw1KrKy1PsoLjY3o,2017
nothing inside (feat. iann dior),Tickets To My Downfall (SOLD OUT Deluxe),Machine Gun Kelly,2020-09-29,172234,60,0.00047,0.561,0.81,0.0,0.157,-4.754,0.0461,87.5,0.508,4,8,0,spotify:track:5jlivIdjjp1pP5HvN0J0QI,2020
"Mars, the God of War",Jump Rope Gazers,The Beths,2020-07-10,173400,0,0.000529,0.482,0.651,3.24e-06,0.137,-12.926,0.166,169.034,0.61,4,0,1,spotify:track:0guHv9QX84jDEHZfJ4Ho69,2020
Fever Dream,Adornment,Grayscale,2017-05-05,205400,47,0.000477,0.508,0.933,0.0,0.152,-3.672,0.042,160.994,0.614,4,1,0,spotify:track:4OJ3ET3FKD9g4wOsU5JVuu,2017
SOMETIMES,ROCK$TAR FAMOU$,lil aaron,2018-06-27,132622,26,0.23,0.63,0.52,0.0,0.21,-5.606,0.0439,149.92,0.645,4,7,1,spotify:track:5MV8Jf5ZmjNm0vJ4dKYpEQ,2018
Devil Town,Cavetown,Cavetown,2015-11-09,179955,84,0.12,0.576,0.759,0.0,0.121,-8.165,0.0599,99.969,0.501,4,3,1,spotify:track:0vf2eBw2inhl8y61cYQMv2,2015
Lying in the Sun,Warm Blood,The Beths,2018-04-09,234106,0,0.00162,0.371,0.758,0.00296,0.653,-4.917,0.0338,142.324,0.409,4,0,1,spotify:track:3prh5CvpFVcG14zL5GhbCF,2018
Babylon (Say It to My Face),Babylon (Say It To My Face),Grayscale,2021-08-04,159733,0,0.131,0.645,0.896,0.000138,0.341,-4.299,0.0789,107.987,0.425,4,7,1,spotify:track:6m1MH00f2IqaVmMDCQtipL,2021
Friends Go (feat. Travis Barker),Friends Go (feat. Travis Barker),Maggie Lindemann,2019-06-21,157441,43,0.00468,0.46,0.911,6.21e-05,0.0751,-3.028,0.0828,175.986,0.61,4,5,1,spotify:track:49y5iFP6u1ac0JlHyWmBHe,2019
Hammer,Hammer,Point North,2018-04-06,220833,68,0.00157,0.417,0.869,0.0,0.405,-6.173,0.103,179.972,0.665,4,1,1,spotify:track:5kqr6EkKEafBGKxzjdXOVP,2018
Monsters (feat. blackbear),"Wake Up, Sunshine",All Time Low,2020-04-03,174067,77,0.0493,0.369,0.845,0.0,0.416,-3.449,0.0611,78.532,0.782,4,0,0,spotify:track:0tyR7Bu9P086aWBFZ4QJoo,2020
Little Death,Future Me Hates Me,The Beths,2018-08-10,294893,0,0.000141,0.187,0.832,0.0,0.293,-8.013,0.105,180.052,0.116,4,9,1,spotify:track:0h0XbxeaGfIoVOY7NLGqGR,2018
June,spin,Tigers Jaw,2017-05-19,203546,49,0.000189,0.5,0.849,0.000994,0.123,-4.309,0.0332,121.003,0.407,4,1,0,spotify:track:4ztx0lpE5Vx3yg7FereOtS,2017
I Remember Way Too Much,I Remember Way Too Much,MOD SUN,2019-05-31,177172,55,0.382,0.565,0.669,0.0,0.144,-4.838,0.0389,75.003,0.402,4,11,1,spotify:track:5VuG5MIvFkGpn0bTEGiOF7,2019
FEMALE SHARK,Pegasus: Neon Shark vs Pegasus Presented By Travis Barker (Deluxe),Trippie Redd,2021-02-19,163902,47,0.0078,0.63,0.756,0.0,0.0947,-4.344,0.0287,123.075,0.748,4,2,1,spotify:track:1hMJaDjUeN42zdc56vsWaX,2021
Pretty Girls,I'm Gone,iann dior,2020-06-12,133608,71,0.276,0.732,0.511,0.0,0.0916,-6.779,0.0541,96.946,0.62,4,6,1,spotify:track:3fKdTr6Uv8HTb92Ih3QWxa,2020
Gasoline,Retrograde,Point North,2019-02-01,200228,32,0.00217,0.438,0.975,9.05e-06,0.147,-3.734,0.107,175.089,0.543,4,11,1,spotify:track:58kxgBl4dcU3t3xwiVErXg,2019
Blame Game,Blame Game,Beach Bunny,2021-01-15,214923,54,0.0551,0.364,0.719,3.15e-06,0.0824,-5.567,0.0439,97.5,0.352,4,7,1,spotify:track:2vyk2UGRkpXa9hyAtt3RFk,2021
Gaslight!,I Can't Sleep,diveliner,2020-03-10,165500,58,0.0443,0.494,0.713,5.54e-05,0.168,-7.956,0.0777,90.482,0.445,4,3,0,spotify:track:1rCdmjQUxxdvcCY92D7UiR,2020
Internet Killed The Rockstar,Internet Killed The Rockstar,MOD SUN,2021-02-12,159103,52,0.47,0.695,0.714,0.000619,0.591,-5.239,0.0284,115.958,0.633,4,3,1,spotify:track:0ULcZp83T8WlzBHtqQR2bG,2021
Better,Retrograde,Point North,2019-02-01,219603,36,0.00971,0.528,0.973,0.0,0.0867,-3.524,0.0827,163.974,0.692,4,2,1,spotify:track:5RB0GQOYufmlamEFsehLEM,2019
fake friend,Trauma Factory,"nothing,nowhere.",2021-02-19,169450,63,0.00362,0.472,0.849,0.0,0.0973,-3.738,0.0315,144.065,0.31,4,4,1,spotify:track:6pO9pxKxrIHuTRqK7VLP8B,2021
I Don't Even Like U,"All My Little Scars, Vol. 1",LiL Lotus,2020-05-15,165723,43,0.00639,0.588,0.676,0.0,0.181,-4.699,0.0324,160.01,0.359,4,0,1,spotify:track:32Gv2Xg6rtd6tZGQRfYR2d,2020
Adulting,Prom Queen,Beach Bunny,2018-08-10,229250,50,0.00122,0.325,0.844,0.00239,0.0942,-7.624,0.0359,99.505,0.686,4,1,1,spotify:track:3DVBRhHlgIrNPHKSGHx5Ue,2018
Nice Now,Nice Now,Point North,2021-05-14,190400,56,0.005,0.533,0.953,0.0,0.329,-2.954,0.0892,74.987,0.75,3,7,1,spotify:track:4niOZOWhEIGtUQqrByN4Dj,2021
Keep This Up,Proper Dose,The Story So Far,2018-09-21,146622,57,8.36e-05,0.26,0.985,0.000122,0.367,-3.704,0.063,103.54,0.292,4,9,1,spotify:track:0hsCfXTwB1QhJDpLmf1Q8U,2018
Knife Under My Pillow,PARANOIA,Maggie Lindemann,2021-01-22,122998,62,0.00147,0.562,0.876,0.000678,0.217,-4.448,0.0463,149.971,0.525,4,0,1,spotify:track:18IzbU4Iy1ktWsOZOJDiD1,2021
Cuffing Season,Honeymoon,Beach Bunny,2020-02-14,178718,49,0.000264,0.54,0.969,0.185,0.251,-2.97,0.0377,84.483,0.657,4,6,1,spotify:track:4srVccJnWnCoR86uACMpAx,2020
RED SKY (feat. Machine Gun Kelly),Pegasus: Neon Shark vs Pegasus Presented By Travis Barker (Deluxe),Trippie Redd,2021-02-19,152149,60,0.0249,0.472,0.769,0.0,0.239,-4.198,0.0419,159.999,0.587,4,7,1,spotify:track:0yFfjXtSDkr81WVAPPS1Q4,2021
Holding On,Holding On,iann dior,2020-11-20,126443,74,0.0599,0.706,0.76,1.46e-06,0.202,-4.702,0.0369,95.499,0.564,4,8,1,spotify:track:6CN7FuZ7o1xle9TNxApGeQ,2020
forget me too (feat. Halsey),Tickets To My Downfall,Machine Gun Kelly,2020-09-25,171620,80,0.000417,0.654,0.875,0.0086,0.194,-4.845,0.0744,99.975,0.522,4,1,1,spotify:track:1VSuFS7PahCN3SWbOcQ98m,2020
Hesitation,I Won't Care How You Remember Me,Tigers Jaw,2021-03-05,163924,40,0.00233,0.544,0.951,0.00302,0.129,-4.227,0.0784,154.969,0.601,4,6,0,spotify:track:4TZj7XGPf7dG3NmKaNwPY4,2021
I Can't Sleep,The Breakfast Club (Deluxe Edition),POORSTACY,2020-07-24,202866,41,0.00862,0.622,0.656,0.0,0.12,-5.159,0.0393,135.001,0.268,4,2,1,spotify:track:5ikoNh0xAOPX8BfvXggKF9,2020
STARZ,2016 - 2018,LiL Lotus,2020-03-18,167973,26,0.146,0.674,0.442,0.0,0.153,-10.704,0.0432,92.536,0.325,4,11,1,spotify:track:2HPb93eg2jNJtz3OOOFSYa,2020
Whatever,Future Me Hates Me,The Beths,2018-08-10,264333,0,0.000255,0.364,0.707,0.105,0.126,-7.691,0.0388,147.913,0.586,4,4,1,spotify:track:1QzAe39ZXw8JE5JcbF0sNv,2018
One Little Lie,Everything Opposite,Simple Creatures,2019-10-11,195258,53,0.028,0.51,0.885,0.0,0.186,-5.616,0.0428,165.025,0.684,4,0,1,spotify:track:4y8NnGih7SRWSf7kDMeEqK,2019
GLOING PAIN$,GLOING PAIN$,lil aaron,2016-10-31,133506,30,0.00884,0.441,0.692,1.7e-05,0.863,-6.108,0.0485,109.989,0.315,4,8,1,spotify:track:7Kqd2BlcjYzDjzYjrXXR3x,2016
Nothing Left,Nothing Left,POORSTACY,2020-11-13,122222,53,0.000756,0.527,0.973,8.93e-05,0.361,-3.203,0.19,134.942,0.131,4,11,0,spotify:track:3PoiPLGqcvVnZUGAzaStv9,2020
Painkiller,Prom Queen,Beach Bunny,2018-08-10,216146,67,0.000272,0.371,0.778,0.000311,0.169,-7.969,0.0497,122.719,0.482,4,4,1,spotify:track:78j9wYboWAkB0UxVVq0X0H,2018
Figure Eight,Figure Eight,Trophy Eyes,2020-01-15,201556,54,0.00187,0.343,0.961,2.7e-06,0.236,-2.271,0.0688,166.983,0.449,4,11,1,spotify:track:70nKt5OKAbXwlRrKsrf1oq,2020
Down & Out,Down & Out,raspy,2021-02-12,173250,58,0.0601,0.629,0.649,0.0,0.128,-7.469,0.0314,150.044,0.443,4,11,0,spotify:track:0wV91HyxK0DunZraVv7jcz,2021
Numb,Numb,Waterparks,2021-03-29,146909,45,0.000606,0.61,0.974,1.4e-06,0.432,-3.408,0.0989,125.08,0.725,4,1,1,spotify:track:6cAfDyLZ3QYHVdVxMZKPl1,2021
pretend,Trauma Factory,"nothing,nowhere.",2021-02-19,179690,56,0.0251,0.533,0.838,0.0,0.318,-5.625,0.0837,80.049,0.722,4,1,0,spotify:track:27HkyZkH0wo1Y0bvC8UxjU,2021
Betterman,Internet Killed The Rockstar,MOD SUN,2021-02-12,179363,52,0.00315,0.523,0.957,0.0208,0.124,-3.236,0.0633,162.048,0.448,4,4,1,spotify:track:1OJX5Rkvu0NfzIywy4Re9U,2021
Runaway Kid,I'm Gone,iann dior,2020-06-12,144913,57,0.192,0.636,0.489,1.99e-06,0.266,-7.611,0.284,174.057,0.539,4,10,0,spotify:track:2cfvN9LpM3RFW3wKqrE1jZ,2020
Love Sick,Blame Game,Beach Bunny,2021-01-15,218237,51,0.0407,0.845,0.718,0.00263,0.181,-5.273,0.0302,116.992,0.657,4,9,1,spotify:track:6Sjz9iggXAz0BMd8XVoPfW,2021
Kiss & Tell,Kiss & Tell,Angels & Airwaves,2019-08-30,248165,48,0.00365,0.441,0.872,0.0,0.0819,-4.163,0.0551,170.014,0.258,4,2,1,spotify:track:2YZrjrLRMfGdyue73N6BLY,2019
ghost girl,crybaby,Lil Peep,2016,173946,69,0.281,0.52,0.823,5.9e-06,0.125,-7.069,0.0577,80.035,0.317,4,2,1,spotify:track:5LAVhynnTmj9VJjW8xGZdP,2016
Lately,Industry Plant,iann dior,2019-11-08,131396,53,0.0651,0.533,0.617,1.88e-06,0.117,-6.821,0.0421,179.001,0.285,4,4,0,spotify:track:0DntsVelzYRISWeBf4rmah,2019
upside down,Trauma Factory,"nothing,nowhere.",2021-02-19,187273,60,0.16,0.7,0.696,0.0379,0.1,-6.513,0.0328,124.002,0.336,4,1,1,spotify:track:4co218tAwJM5xQrczWhkZk,2021
24 Hr Drive-Thru,Somewhere City,Origami Angel,2019-11-15,164032,55,0.0247,0.573,0.96,4.28e-06,0.348,-4.425,0.177,154.904,0.263,4,8,1,spotify:track:0ZwS03v4euiMztP9xDLgoO,2019
I'm Not Getting Excited,Jump Rope Gazers,The Beths,2020-07-10,162280,0,0.0088,0.324,0.856,3.39e-05,0.234,-11.454,0.0928,179.681,0.426,4,0,1,spotify:track:0HkTJVwN3BnhcdX7Qa1HLM,2020
body bag (feat. YUNGBLUD & Bert McCracken of The Used),Tickets To My Downfall (SOLD OUT Deluxe),Machine Gun Kelly,2020-09-29,170074,71,0.000192,0.575,0.959,0.0,0.0515,-2.469,0.108,110.973,0.642,4,1,0,spotify:track:0NZrY7Lc9g6V03hxRpfToV,2020
December (again) [feat. Mark Hoppus],December,Neck Deep,2016-07-18,213034,64,9.74e-05,0.403,0.953,0.0,0.0915,-3.213,0.119,160.035,0.362,4,5,0,spotify:track:1Ztka7fCyxUv46FW1mZH9T,2016
Re-Entry,You're Welcome,A Day To Remember,2021-03-05,173000,47,0.000277,0.429,0.928,1.61e-06,0.331,-3.886,0.111,128.207,0.26,4,0,1,spotify:track:6vlmdIcBwYlNS6qp0U4p7A,2021
Motown,Umbra,Grayscale,2021-08-27,180920,40,0.0131,0.578,0.927,4.24e-06,0.0744,-3.19,0.0828,128.009,0.373,4,4,1,spotify:track:5set9VVWC3wy61D6TdzqGM,2021
split a pill,Tickets To My Downfall (SOLD OUT Deluxe),Machine Gun Kelly,2020-09-29,165677,63,0.00957,0.505,0.86,0.0,0.597,-3.708,0.205,155.178,0.749,4,2,1,spotify:track:4ysgA7BNxkyN6Aibc5CZsw,2020
