name,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,time_signature,key,mode,uri,release_year
Sun Hands,Gorilla Manor,Local Natives,2010-02-16,290986,42,0.341,0.57,0.575,0.0574,0.0824,-9.567,0.0477,124.959,0.42,4,2,0,spotify:track:117XTs9axKflCk5FDwf2kI,2010
Shelter,xx,The xx,2009-08-18,270240,0,0.802,0.265,0.377,0.536,0.107,-15.678,0.0797,214.131,0.0621,4,0,1,spotify:track:5YeF3yVKzbxW1KI4kPcSVo,2009
This Song Is Not About A Girl,Lockjaw,Flume,2013-11-22,254037,0,0.143,0.732,0.668,0.207,0.176,-6.978,0.126,140.005,0.598,4,2,0,spotify:track:103Ec6ekbiq6hvUfAK9F8o,2013
Why Won't They Talk To Me?,Lonerism,Tame Impala,2012-01-01,286093,63,0.553,0.516,0.871,0.0282,0.0841,-5.21,0.0503,129.946,0.17,4,7,1,spotify:track:6IM45SqAURH6PrvziDs1RQ,2012
Down Boy,IS IS,Yeah Yeah Yeahs,2007-01-01,232933,38,0.114,0.635,0.804,0.189,0.109,-5.609,0.0337,80.236,0.433,4,0,1,spotify:track:3rJKyc4VZJtIVXHoNnZA4d,2007
Rent I Pay,They Want My Soul,Spoon,2014-08-05,189493,44,0.283,0.7,0.809,1.22e-05,0.11,-6.047,0.0323,96.405,0.962,4,5,1,spotify:track:0KoqGhlIE6z7Wyil2MN0xh,2014
Luh You,Venice,Anderson .Paak,2014-10-28,210720,51,0.0954,0.697,0.719,1.93e-06,0.0819,-5.805,0.353,117.051,0.662,4,7,1,spotify:track:6jjQHv8A394Dz1HjYrr2jv,2014
Vincent,Teens of Denial,Car Seat Headrest,2016-05-20,465026,0,0.35,0.397,0.61,0.0266,0.11,-7.836,0.0437,147.838,0.0549,4,9,1,spotify:track:5jeDAq40nB1ZCTqZAZIlm6,2016
Gooey,ZABA,Glass Animals,2014-06-03,289306,75,0.736,0.487,0.369,3.75e-05,0.0925,-13.424,0.0406,183.114,0.106,4,11,0,spotify:track:1gk3FhAV07q9Jg77UxnVjX,2014
A Certain Romance,"Whatever People Say I Am, That's What I'm Not",Arctic Monkeys,2006-02-21,331200,57,0.000566,0.455,0.881,6.06e-05,0.11,-5.587,0.0401,137.949,0.201,4,11,1,spotify:track:2CbtdkBeW9Znt4vXTOafAl,2006
Naked Kids,Hung At Heart,The Growlers,2013-01-23,231395,0,0.662,0.379,0.649,0.653,0.422,-5.316,0.0334,117.79,0.328,4,2,0,spotify:track:5b4NWxJgdM4EkCrsnFK7m3,2013
I Turn My Camera On,Gimme Fiction (Deluxe Edition),Spoon,2005-05-10,212106,0,0.0275,0.943,0.463,1.31e-05,0.0909,-6.422,0.0368,100.172,0.784,4,10,1,spotify:track:1zyQWymDQATRbkpWbYvU20,2005
Automatic Stop,Room On Fire,The Strokes,2003-10-28,207133,63,0.00329,0.675,0.535,0.719,0.104,-6.109,0.0376,105.921,0.914,4,1,1,spotify:track:6DUKQUhWqUySYngLXLNwP2,2003
Lost my Head there,b'lieve i'm goin down...,Kurt Vile,2015-09-25,415720,0,0.106,0.496,0.592,0.717,0.0787,-9.164,0.0444,93.603,0.542,4,9,0,spotify:track:7CMMyqgZoTP0yV0Zs4TzSd,2015
Good Times Roll,Good Will Prevail,GRiZ,2016-09-23,244828,51,0.0219,0.677,0.874,0.00738,0.973,-5.445,0.129,100.012,0.58,4,1,1,spotify:track:0pE89jFuJUdGDnxsnpiTeo,2016
Slow Hands,Antics,Interpol,2004-09-27,184133,0,0.00045,0.245,0.974,0.417,0.363,-2.523,0.0496,141.883,0.644,4,11,0,spotify:track:3c6rSVShPJ1e3DYgrUnz2b,2004
Humdrum Blues,Gilded Pleasures,The Growlers,2013-11-12,217110,0,0.265,0.586,0.563,0.0,0.391,-8.999,0.0282,124.41,0.809,4,6,1,spotify:track:7o92hC8iwDPLz0k2auVWOx,2013
Drunk Drivers/Killer Whales,Teens of Denial,Car Seat Headrest,2016-05-20,374653,0,0.218,0.534,0.414,2.11e-06,0.103,-7.952,0.0403,117.079,0.458,4,2,1,spotify:track:2os0aK782bakCPmjow0SU0,2016
Santiago,So It Is,Preservation Hall Jazz Band,2017-04-21,241160,0,0.0145,0.45,0.968,0.869,0.127,-4.284,0.095,128.211,0.764,4,5,0,spotify:track:0N1B0iyB9Ygl4w3d3V2nKG,2017
I'll Be Your Man,The Big Come Up,The Black Keys,2002-05-14,140933,0,0.43,0.597,0.729,0.000281,0.167,-3.35,0.0327,120.086,0.712,4,9,1,spotify:track:78DAnFAmuBbekO4LeuhRkR,2002
He Can Only Hold Her,Back To Black,Amy Winehouse,2006-10-27,164880,53,0.0262,0.651,0.835,0.00685,0.056,-4.311,0.0649,98.411,0.692,4,6,0,spotify:track:0sSdFMuYrn3N9moumV466B,2006
Man Must Dance,Johnossi,Johnossi,2007-10-09,155373,1,0.176,0.67,0.449,0.0,0.1,-8.468,0.0301,87.493,0.581,4,11,0,spotify:track:3eC3vjM70I5jCxdbAvxDKq,2007
Burning,Dreams,The Whitest Boy Alive,2006-09-04,191173,1,0.671,0.721,0.758,0.891,0.133,-7.536,0.0372,150.825,0.864,4,11,0,spotify:track:3Sa3BLllDDw05udxXlba8p,2006
Holy Shit,"I Love You, Honeybear",Father John Misty,2015-02-10,241333,0,0.804,0.528,0.482,0.0,0.102,-6.216,0.0294,130.943,0.302,4,6,0,spotify:track:5UOZ1ovPqqls32mijlqp9r,2015
DNA.,DAMN.,Kendrick Lamar,2017-04-14,185946,83,0.00454,0.638,0.523,0.0,0.0842,-6.664,0.357,139.913,0.422,4,1,1,spotify:track:6HZILIRieu8S0iqY8kIKhj,2017
Inside Out,They Want My Soul,Spoon,2014-08-05,301960,65,0.459,0.621,0.62,0.162,0.0771,-4.721,0.0293,176.016,0.515,4,0,1,spotify:track:7qCZgvV98j6RjUULW1s1it,2014
Sleepwalking,Monomania,Deerhunter,2013-05-06,188313,0,0.0121,0.47,0.881,0.000247,0.198,-4.762,0.0315,134.152,0.445,4,9,1,spotify:track:1P1qMA4PJGGsP9Mugyo9GA,2013
Party On Darwin,Like Wind Blows Fire,Cheers Elephant,2012-05-08,157880,15,0.00436,0.654,0.701,2.26e-06,0.319,-7.68,0.0381,144.01,0.961,4,4,1,spotify:track:4D2hR9OriCbC74HlUXKNKR,2012
Tears Dry On Their Own,Back To Black,Amy Winehouse,2006-10-27,185186,66,0.491,0.643,0.871,0.0,0.29,-2.734,0.118,121.569,0.452,4,1,0,spotify:track:6yLX8QnxlnEqZfs3YKCfjF,2006
Take It Or Leave It,Is This It,The Strokes,2001-07-30,196066,52,0.000959,0.43,0.913,0.369,0.137,-6.203,0.0389,154.06,0.481,4,2,0,spotify:track:0seTertVGvHrEJu7hlIWRq,2001
Magma,Cycles of Existential Rhyme,Chicano Batman,2014-02-18,281866,48,0.364,0.609,0.668,0.0563,0.0848,-7.191,0.0471,82.533,0.514,4,1,0,spotify:track:1rUIpUlWtztoo3rVAuSTH4,2014
Wet Dreamz,2014 Forest Hills Drive,J. Cole,2014-12-09,239320,57,0.0751,0.517,0.705,0.0,0.128,-8.205,0.364,175.906,0.584,4,6,0,spotify:track:6Ius4TC0L3cN74HT7ENE6e,2014
Oh Yeah,We Are the 21st Century Ambassadors of Peace & Magic,Foxygen,2013-01-22,316893,0,0.121,0.449,0.702,0.0216,0.0733,-6.288,0.0518,174.573,0.89,4,0,1,spotify:track:5c16qTJKks2JuaKzKPv87g,2013
Dead Fox,"Sometimes I Sit and Think, and Sometimes I Just Sit (Special Edition)",Courtney Barnett,2015-11-06,213080,0,8.85e-05,0.574,0.69,1.86e-05,0.0846,-5.938,0.0388,128.556,0.577,4,11,0,spotify:track:0wTpVod52OnL0DXIvO1pk5,2015
Hate To Say I Told You So,Veni Vidi Vicious,The Hives,2000,199759,66,0.00109,0.451,0.929,0.00785,0.442,-5.021,0.0549,135.767,0.378,4,5,1,spotify:track:6xxXrNJnnsQNLdgNk8S4y8,2000
Money Trees,"good kid, m.A.A.d city (Deluxe)",Kendrick Lamar,2012,386906,68,0.0703,0.716,0.531,0.0,0.224,-7.355,0.122,71.994,0.344,4,7,1,spotify:track:0AOvNRgl0SMfOibWA5bP8o,2012
Hypnotize,Elephant,The White Stripes,2003-04-01,108400,0,0.0355,0.191,0.99,0.575,0.0679,-4.086,0.53,184.103,0.447,4,9,1,spotify:track:1MnV1f45qkf665AFZGNwgO,2003
Mermaid Song,Nico & Her Psychedelic Subconcious,Mr. Elevator,2013-10-23,195626,38,0.388,0.529,0.553,0.893,0.225,-11.608,0.0459,109.023,0.302,4,8,0,spotify:track:4Jn9oI57q4Cktxux5lmXJy,2013
So Many Details,Anything In Return,Toro y Moi,2013-01-22,285036,2,0.0428,0.625,0.623,0.0576,0.157,-11.125,0.0655,143.991,0.196,4,5,0,spotify:track:5Z7cI9glyUTDTRtWSs8K9I,2013
Illume,International,Lust For Youth,2014-06-10,158199,0,0.391,0.608,0.964,0.316,0.154,-3.133,0.0528,110.983,0.696,4,9,1,spotify:track:1iGTfa7ktTIzQywxUnnP3n,2014
Hard To Explain,Is This It,The Strokes,2001-07-30,224333,62,0.000455,0.408,0.666,0.862,0.0889,-6.286,0.0578,82.523,0.666,4,7,1,spotify:track:0OM9ri37LIbPc9hffwsyb1,2001
Wake Up Alone,Back To Black,Amy Winehouse,2006-10-27,221200,53,0.542,0.384,0.527,0.0,0.156,-5.294,0.0269,100.73,0.222,3,11,0,spotify:track:37A5PvtftHtsISQUDFNGUk,2006
Work Out,Cole World: The Sideline Story,J. Cole,2011-09-23,234773,0,0.0531,0.831,0.427,0.0,0.316,-6.903,0.106,93.004,0.216,4,2,1,spotify:track:6rbeWjEavBHvX2kr6lSogS,2011
I'm Not Part of Me,Here and Nowhere Else,Cloud Nothings,2014-04-01,275308,0,0.0524,0.389,0.955,0.652,0.0815,-4.962,0.0599,86.927,0.431,4,1,1,spotify:track:68rdZO4AcPakdi2zaS7kPI,2014
The Less I Know The Better,Currents,Tame Impala,2015-07-17,216320,88,0.0115,0.64,0.74,0.00678,0.167,-4.083,0.0284,116.879,0.785,4,4,1,spotify:track:6K4t31amVTZDgR3sKmwUJJ,2015
Castles Made of Sand,Axis: Bold As Love,Jimi Hendrix,1967-12-01,168920,65,0.504,0.461,0.714,0.0171,0.684,-9.159,0.313,94.372,0.454,4,11,0,spotify:track:3qebSLgUwaEqbwCM5sj5Kh,1967
Black Mambo,ZABA,Glass Animals,2014-06-03,248920,64,0.294,0.675,0.409,0.000596,0.119,-10.707,0.0423,79.954,0.308,4,0,0,spotify:track:63OC8cNa4ZnFB3bbvbWCOc,2014
Ivy,Blonde,Frank Ocean,2016-08-20,249191,83,0.782,0.567,0.388,0.000309,0.248,-9.579,0.0384,116.362,0.452,4,9,0,spotify:track:2ZWlPOoWh0626oTaHrnl2a,2016
Brianstorm,Favourite Worst Nightmare (Standard Version),Arctic Monkeys,2007-04-24,170253,62,8.39e-05,0.421,0.98,0.00125,0.237,-4.229,0.212,165.193,0.435,4,1,1,spotify:track:5rTIpPWeO0IL4HWlGWrz5G,2007
Atop a Cake,Alvvays,Alvvays,2014-07-22,199573,50,0.334,0.284,0.837,0.51,0.346,-3.864,0.0529,167.393,0.457,4,4,1,spotify:track:2d4VlnTyBVserhtyH3b9BZ,2014
Chloroform,Bankrupt!,Phoenix,2013-01-01,244813,0,0.00242,0.329,0.733,0.0103,0.0812,-7.164,0.0345,137.657,0.317,4,0,1,spotify:track:4VJW5Aj2hBZx95JVi6AzNN,2013
Gibraltar,No No No,Beirut,2015-09-11,221720,0,0.714,0.75,0.292,0.0464,0.118,-8.988,0.0357,109.769,0.483,4,1,0,spotify:track:5WUxLqUKQdEZ5oW3uZiSni,2015
Say Something Loving,I See You,The xx,2017-01-13,238373,0,0.296,0.627,0.721,6.41e-05,0.231,-7.782,0.0304,130.08,0.383,4,0,0,spotify:track:728zbo72kOoYdGR3AhNsyF,2017
Do You Want To,You Could Have It So Much Better,Franz Ferdinand,2005-10-03,215000,0,0.0783,0.413,0.942,0.000412,0.689,-2.871,0.0453,123.085,0.759,4,0,1,spotify:track:0vek0LcCbvcMtj0GkXMMJy,2005
Talking Backwards,Atlas,Real Estate,2014-03-03,187733,58,0.0299,0.408,0.875,0.823,0.169,-6.036,0.0301,150.782,0.56,4,5,1,spotify:track:0ZwlxoHAnvkCRjsOrHAleU,2014
Treat Her Better,Salad Days,Mac DeMarco,2014-04-01,229120,1,0.383,0.45,0.689,0.011,0.273,-6.194,0.0423,206.575,0.344,4,5,0,spotify:track:3hPHUpKVB4xo9efj2y29W9,2014
Do Me a Favour,Favourite Worst Nightmare (Standard Version),Arctic Monkeys,2007-04-24,205240,62,7.84e-05,0.471,0.735,0.122,0.101,-6.685,0.0582,180.127,0.636,4,11,0,spotify:track:13NCxLOlvQ4Tnexgfp03Gs,2007
David,Passive Aggressive: Singles 2002-2010,The Radio Dept.,2011-01-01,211853,0,0.00141,0.393,0.797,0.816,0.186,-4.891,0.0451,176.007,0.656,4,11,1,spotify:track:14sFxN20FhKjLqe2BQlmTs,2011
Carry the Zero,Keep It like a Secret,Built To Spill,1999-01-22,343893,60,1.35e-05,0.264,0.812,0.108,0.0962,-5.651,0.031,94.095,0.458,4,4,1,spotify:track:3HMOMdRPywfouYx5B4PvaH,1999
What You Were,Portamento,The Drums,2011-09-06,195279,42,0.169,0.621,0.829,0.495,0.32,-5.466,0.025,105.072,0.235,4,7,1,spotify:track:2WETO8PgRIdYLW4zz8xjnD,2011
Allt på ett kort,bob hund 1993,bob hund,1993,151226,0,0.556,0.278,0.897,0.0633,0.074,-5.463,0.0433,174.718,0.326,4,5,1,spotify:track:2Pd0egwIU2OYLrmENXQ4wO,1993
Zombies,"""Awaken, My Love!""",Childish Gambino,2016-12-02,281813,0,0.503,0.653,0.411,0.000969,0.067,-11.986,0.127,160.055,0.468,4,0,1,spotify:track:73kAUSAht4YOR7xNPmNb2L,2016
Super Rich Kids,channel ORANGE,Frank Ocean,2012-07-10,304760,77,0.219,0.739,0.419,0.0,0.196,-8.241,0.0854,60.493,0.58,4,3,0,spotify:track:0725YWm6Z0TpZ6wrNk64Eb,2012
Big Toe,Chinese Fountain,The Growlers,2014-09-23,151719,0,0.0102,0.51,0.766,3.21e-05,0.0673,-5.812,0.0278,132.169,0.727,4,4,0,spotify:track:7qHBtTdpBLRUQGQxshfRd2,2014
I Need Seed,Castlemania,Thee Oh Sees,2011-05-17,174973,25,0.351,0.405,0.806,7.99e-06,0.147,-5.986,0.0295,80.055,0.842,4,3,1,spotify:track:4qAtEA0ez9ubtLd7ZNhdPh,2011
I'm Writing a Novel,Fear Fun,Father John Misty,2012-05-01,215146,0,0.108,0.583,0.886,1.18e-05,0.109,-4.027,0.0344,165.016,0.853,4,5,1,spotify:track:7irbGDuFQ1kzimoztuDkRp,2012
Mess Around,Tell Me I'm Pretty,Cage The Elephant,2015-12-18,173173,64,0.0119,0.423,0.931,0.00104,0.629,-5.225,0.0539,150.385,0.61,4,11,0,spotify:track:0X0Lz7LwpiIWcdGqVWaxXD,2015
Crimewave,Crystal Castles,Crystal Castles,2008-03-18,258453,1,0.184,0.746,0.691,0.0259,0.205,-7.533,0.0403,119.982,0.888,4,4,0,spotify:track:3yQFmN8A5S8Kf1nUJuvb01,2008
Eleanor Rigby - Remastered 2009,Revolver (Remastered),The Beatles,1966-08-05,126533,73,0.936,0.581,0.28,1.56e-05,0.305,-9.091,0.0381,137.831,0.813,4,4,0,spotify:track:5GjPQ0eI7AgmOnADn1EO6Q,1966
WhisperI'lllistentohearit,Hot Thoughts,Spoon,2017-03-17,260853,0,0.673,0.286,0.712,0.0249,0.34,-4.625,0.057,157.542,0.242,4,5,0,spotify:track:2NJL9ACkCqJuSBvwZDWUzM,2017
Reet Petite,He's So Fine,Jackie Wilson,1958,169240,64,0.447,0.664,0.66,0.0,0.298,-6.526,0.13,84.345,0.873,4,5,1,spotify:track:3h4udS0WeWbsur3yfjvnm4,1958
Oceans & Streams,Attack & Release,The Black Keys,2008-04-01,205600,47,0.0817,0.46,0.878,5.58e-05,0.122,-5.564,0.0464,96.493,0.533,4,11,1,spotify:track:0RRS27vZj5U0N2eIBctL4K,2008
Seasons (Waiting On You),Singles,Future Islands,2014-03-24,226440,0,0.136,0.498,0.721,0.7,0.0933,-5.232,0.0282,140.027,0.589,4,10,1,spotify:track:41X9To0bQ4fpoSRri4NHiI,2014
Dangerous,I See You,The xx,2017-01-13,250000,0,0.00224,0.774,0.709,0.00224,0.21,-6.166,0.0465,119.982,0.565,4,8,1,spotify:track:33B2QbtAj8mbDpwvGTOnBt,2017
1901,Wolfgang Amadeus Phoenix,Phoenix,2009-01-01,193106,0,0.0564,0.604,0.825,5.8e-05,0.192,-5.373,0.0429,144.085,0.707,4,0,1,spotify:track:5JtPGzRgrWxkXX9LoROq3d,2009
Hide and Seek,Speak for Yourself,Imogen Heap,2005-07-18,268979,65,0.909,0.451,0.166,0.0,0.19,-11.125,0.0696,121.123,0.0901,4,9,1,spotify:track:7mMlbJlXXo2mRtQ4R9sIzD,2005
Take It Easy,Astro Coast,Surfer Blood,2010-01-19,236693,0,0.372,0.673,0.746,0.00299,0.264,-6.593,0.0268,132.965,0.773,4,2,1,spotify:track:5oCyqEmLWOF3dDOtAr0fhU,2010
Balance,On the Water,Future Islands,2011-10-11,246426,55,0.000373,0.472,0.855,0.93,0.887,-6.937,0.069,154.908,0.167,4,0,1,spotify:track:5waH4K1bmTMlikre01uqKi,2011
Sugah Daddy,Black Messiah,D'Angelo,2014-12-15,302840,53,0.0397,0.786,0.547,0.272,0.0378,-11.416,0.262,92.603,0.683,4,1,1,spotify:track:53l4LGUeZKCDZI1u25kQDN,2014
Happiness Is A Warm Gun - Remastered 2009,The Beatles (Remastered),The Beatles,1968-11-22,164546,62,0.523,0.431,0.54,1.34e-06,0.169,-9.6,0.0589,139.288,0.44,4,9,0,spotify:track:71LsKf3xISiOlY1mj7FFPP,1968
Can’t Keep Checking My Phone,Multi-Love,Unknown Mortal Orchestra,2015-05-26,256066,1,0.0532,0.706,0.958,0.00495,0.249,-2.839,0.0539,114.73,0.88,4,1,1,spotify:track:0x38UMMhYacciPRK7ETk1M,2015
